tau,mag_triple,mag_bin_q4,mag_bin_q2
-1.9149582992e+00,1.0686138943e+00,1.0685970301e+00,1.0685971497e+00
-1.9148782976e+00,1.0686220891e+00,1.0686052248e+00,1.0686053444e+00
-1.9147982960e+00,1.0686302851e+00,1.0686134206e+00,1.0686135402e+00
-1.9147182944e+00,1.0686384822e+00,1.0686216177e+00,1.0686217373e+00
-1.9146382928e+00,1.0686466806e+00,1.0686298158e+00,1.0686299355e+00
-1.9145582912e+00,1.0686548801e+00,1.0686380152e+00,1.0686381349e+00
-1.9144782896e+00,1.0686630808e+00,1.0686462157e+00,1.0686463354e+00
-1.9143982880e+00,1.0686712826e+00,1.0686544175e+00,1.0686545371e+00
-1.9143182864e+00,1.0686794857e+00,1.0686626204e+00,1.0686627400e+00
-1.9142382848e+00,1.0686876899e+00,1.0686708244e+00,1.0686709441e+00
-1.9141582832e+00,1.0686958953e+00,1.0686790297e+00,1.0686791494e+00
-1.9140782816e+00,1.0687041018e+00,1.0686872361e+00,1.0686873558e+00
-1.9139982800e+00,1.0687123096e+00,1.0686954437e+00,1.0686955634e+00
-1.9139182784e+00,1.0687205185e+00,1.0687036525e+00,1.0687037722e+00
-1.9138382768e+00,1.0687287286e+00,1.0687118624e+00,1.0687119822e+00
-1.9137582752e+00,1.0687369399e+00,1.0687200735e+00,1.0687201933e+00
-1.9136782736e+00,1.0687451523e+00,1.0687282858e+00,1.0687284057e+00
-1.9135982720e+00,1.0687533659e+00,1.0687364993e+00,1.0687366192e+00
-1.9135182704e+00,1.0687615808e+00,1.0687447140e+00,1.0687448339e+00
-1.9134382688e+00,1.0687697967e+00,1.0687529298e+00,1.0687530497e+00
-1.9133582672e+00,1.0687780139e+00,1.0687611468e+00,1.0687612667e+00
-1.9132782656e+00,1.0687862323e+00,1.0687693650e+00,1.0687694850e+00
-1.9131982640e+00,1.0687944518e+00,1.0687775844e+00,1.0687777044e+00
-1.9131182624e+00,1.0688026725e+00,1.0687858050e+00,1.0687859249e+00
-1.9130382608e+00,1.0688108944e+00,1.0687940267e+00,1.0687941467e+00
-1.9129582592e+00,1.0688191174e+00,1.0688022496e+00,1.0688023696e+00
-1.9128782576e+00,1.0688273417e+00,1.0688104737e+00,1.0688105937e+00
-1.9127982560e+00,1.0688355671e+00,1.0688186990e+00,1.0688188190e+00
-1.9127182544e+00,1.0688437937e+00,1.0688269254e+00,1.0688270455e+00
-1.9126382528e+00,1.0688520215e+00,1.0688351531e+00,1.0688352731e+00
-1.9125582512e+00,1.0688602504e+00,1.0688433819e+00,1.0688435020e+00
-1.9124782496e+00,1.0688684806e+00,1.0688516119e+00,1.0688517320e+00
-1.9123982480e+00,1.0688767119e+00,1.0688598431e+00,1.0688599632e+00
-1.9123182464e+00,1.0688849444e+00,1.0688680754e+00,1.0688681955e+00
-1.9122382448e+00,1.0688931781e+00,1.0688763090e+00,1.0688764291e+00
-1.9121582432e+00,1.0689014130e+00,1.0688845437e+00,1.0688846638e+00
-1.9120782416e+00,1.0689096490e+00,1.0688927796e+00,1.0688928998e+00
-1.9119982400e+00,1.0689178862e+00,1.0689010167e+00,1.0689011369e+00
-1.9119182384e+00,1.0689261246e+00,1.0689092549e+00,1.0689093751e+00
-1.9118382368e+00,1.0689343642e+00,1.0689174944e+00,1.0689176146e+00
-1.9117582352e+00,1.0689426050e+00,1.0689257350e+00,1.0689258552e+00
-1.9116782336e+00,1.0689508470e+00,1.0689339768e+00,1.0689340971e+00
-1.9115982320e+00,1.0689590901e+00,1.0689422198e+00,1.0689423401e+00
-1.9115182304e+00,1.0689673344e+00,1.0689504640e+00,1.0689505843e+00
-1.9114382288e+00,1.0689755799e+00,1.0689587093e+00,1.0689588297e+00
-1.9113582272e+00,1.0689838266e+00,1.0689669559e+00,1.0689670762e+00
-1.9112782256e+00,1.0689920745e+00,1.0689752036e+00,1.0689753240e+00
-1.9111982240e+00,1.0690003236e+00,1.0689834525e+00,1.0689835729e+00
-1.9111182224e+00,1.0690085738e+00,1.0689917026e+00,1.0689918230e+00
-1.9110382208e+00,1.0690168252e+00,1.0689999539e+00,1.0690000743e+00
-1.9109582192e+00,1.0690250779e+00,1.0690082064e+00,1.0690083268e+00
-1.9108782176e+00,1.0690333317e+00,1.0690164600e+00,1.0690165804e+00
-1.9107982160e+00,1.0690415866e+00,1.0690247148e+00,1.0690248353e+00
-1.9107182144e+00,1.0690498428e+00,1.0690329709e+00,1.0690330913e+00
-1.9106382128e+00,1.0690581002e+00,1.0690412281e+00,1.0690413486e+00
-1.9105582112e+00,1.0690663587e+00,1.0690494865e+00,1.0690496070e+00
-1.9104782096e+00,1.0690746184e+00,1.0690577460e+00,1.0690578666e+00
-1.9103982080e+00,1.0690828793e+00,1.0690660068e+00,1.0690661273e+00
-1.9103182064e+00,1.0690911414e+00,1.0690742687e+00,1.0690743893e+00
-1.9102382048e+00,1.0690994047e+00,1.0690825319e+00,1.0690826524e+00
-1.9101582032e+00,1.0691076692e+00,1.0690907962e+00,1.0690909168e+00
-1.9100782016e+00,1.0691159348e+00,1.0690990617e+00,1.0690991823e+00
-1.9099982000e+00,1.0691242017e+00,1.0691073284e+00,1.0691074490e+00
-1.9099181984e+00,1.0691324697e+00,1.0691155963e+00,1.0691157169e+00
-1.9098381968e+00,1.0691407389e+00,1.0691238653e+00,1.0691239860e+00
-1.9097581952e+00,1.0691490093e+00,1.0691321356e+00,1.0691322563e+00
-1.9096781936e+00,1.0691572809e+00,1.0691404070e+00,1.0691405277e+00
-1.9095981920e+00,1.0691655537e+00,1.0691486797e+00,1.0691488004e+00
-1.9095181904e+00,1.0691738276e+00,1.0691569535e+00,1.0691570742e+00
-1.9094381888e+00,1.0691821028e+00,1.0691652285e+00,1.0691653492e+00
-1.9093581872e+00,1.0691903791e+00,1.0691735047e+00,1.0691736254e+00
-1.9092781856e+00,1.0691986567e+00,1.0691817820e+00,1.0691819028e+00
-1.9091981840e+00,1.0692069354e+00,1.0691900606e+00,1.0691901814e+00
-1.9091181824e+00,1.0692152153e+00,1.0691983404e+00,1.0691984612e+00
-1.9090381808e+00,1.0692234964e+00,1.0692066213e+00,1.0692067422e+00
-1.9089581792e+00,1.0692317787e+00,1.0692149035e+00,1.0692150243e+00
-1.9088781776e+00,1.0692400621e+00,1.0692231868e+00,1.0692233077e+00
-1.9087981760e+00,1.0692483468e+00,1.0692314713e+00,1.0692315922e+00
-1.9087181744e+00,1.0692566327e+00,1.0692397570e+00,1.0692398779e+00
-1.9086381728e+00,1.0692649197e+00,1.0692480439e+00,1.0692481648e+00
-1.9085581712e+00,1.0692732079e+00,1.0692563320e+00,1.0692564529e+00
-1.9084781696e+00,1.0692814974e+00,1.0692646213e+00,1.0692647422e+00
-1.9083981680e+00,1.0692897880e+00,1.0692729117e+00,1.0692730327e+00
-1.9083181664e+00,1.0692980798e+00,1.0692812034e+00,1.0692813244e+00
-1.9082381648e+00,1.0693063728e+00,1.0692894963e+00,1.0692896173e+00
-1.9081581632e+00,1.0693146670e+00,1.0692977903e+00,1.0692979113e+00
-1.9080781616e+00,1.0693229624e+00,1.0693060855e+00,1.0693062066e+00
-1.9079981600e+00,1.0693312589e+00,1.0693143820e+00,1.0693145030e+00
-1.9079181584e+00,1.0693395567e+00,1.0693226796e+00,1.0693228006e+00
-1.9078381568e+00,1.0693478557e+00,1.0693309784e+00,1.0693310995e+00
-1.9077581552e+00,1.0693561558e+00,1.0693392784e+00,1.0693393995e+00
-1.9076781536e+00,1.0693644572e+00,1.0693475796e+00,1.0693477007e+00
-1.9075981520e+00,1.0693727597e+00,1.0693558820e+00,1.0693560031e+00
-1.9075181504e+00,1.0693810634e+00,1.0693641855e+00,1.0693643067e+00
-1.9074381488e+00,1.0693893683e+00,1.0693724903e+00,1.0693726115e+00
-1.9073581472e+00,1.0693976745e+00,1.0693807963e+00,1.0693809175e+00
-1.9072781456e+00,1.0694059818e+00,1.0693891034e+00,1.0693892247e+00
-1.9071981440e+00,1.0694142903e+00,1.0693974118e+00,1.0693975330e+00
-1.9071181424e+00,1.0694226000e+00,1.0694057213e+00,1.0694058426e+00
-1.9070381408e+00,1.0694309108e+00,1.0694140321e+00,1.0694141533e+00
-1.9069581392e+00,1.0694392229e+00,1.0694223440e+00,1.0694224653e+00
-1.9068781376e+00,1.0694475362e+00,1.0694306572e+00,1.0694307784e+00
-1.9067981360e+00,1.0694558507e+00,1.0694389715e+00,1.0694390928e+00
-1.9067181344e+00,1.0694641664e+00,1.0694472870e+00,1.0694474083e+00
-1.9066381328e+00,1.0694724832e+00,1.0694556037e+00,1.0694557251e+00
-1.9065581312e+00,1.0694808013e+00,1.0694639216e+00,1.0694640430e+00
-1.9064781296e+00,1.0694891205e+00,1.0694722407e+00,1.0694723621e+00
-1.9063981280e+00,1.0694974410e+00,1.0694805610e+00,1.0694806824e+00
-1.9063181264e+00,1.0695057626e+00,1.0694888825e+00,1.0694890039e+00
-1.9062381248e+00,1.0695140855e+00,1.0694972052e+00,1.0694973267e+00
-1.9061581232e+00,1.0695224095e+00,1.0695055291e+00,1.0695056506e+00
-1.9060781216e+00,1.0695307347e+00,1.0695138542e+00,1.0695139757e+00
-1.9059981200e+00,1.0695390612e+00,1.0695221805e+00,1.0695223020e+00
-1.9059181184e+00,1.0695473888e+00,1.0695305080e+00,1.0695306295e+00
-1.9058381168e+00,1.0695557176e+00,1.0695388366e+00,1.0695389582e+00
-1.9057581152e+00,1.0695640477e+00,1.0695471665e+00,1.0695472880e+00
-1.9056781136e+00,1.0695723789e+00,1.0695554976e+00,1.0695556191e+00
-1.9055981120e+00,1.0695807113e+00,1.0695638298e+00,1.0695639514e+00
-1.9055181104e+00,1.0695890449e+00,1.0695721633e+00,1.0695722849e+00
-1.9054381088e+00,1.0695973797e+00,1.0695804980e+00,1.0695806196e+00
-1.9053581072e+00,1.0696057157e+00,1.0695888338e+00,1.0695889555e+00
-1.9052781056e+00,1.0696140530e+00,1.0695971709e+00,1.0695972926e+00
-1.9051981040e+00,1.0696223914e+00,1.0696055092e+00,1.0696056308e+00
-1.9051181024e+00,1.0696307310e+00,1.0696138486e+00,1.0696139703e+00
-1.9050381008e+00,1.0696390718e+00,1.0696221893e+00,1.0696223110e+00
-1.9049580992e+00,1.0696474138e+00,1.0696305311e+00,1.0696306529e+00
-1.9048780976e+00,1.0696557570e+00,1.0696388742e+00,1.0696389959e+00
-1.9047980960e+00,1.0696641014e+00,1.0696472185e+00,1.0696473402e+00
-1.9047180944e+00,1.0696724470e+00,1.0696555639e+00,1.0696556857e+00
-1.9046380928e+00,1.0696807938e+00,1.0696639106e+00,1.0696640324e+00
-1.9045580912e+00,1.0696891418e+00,1.0696722584e+00,1.0696723802e+00
-1.9044780896e+00,1.0696974910e+00,1.0696806075e+00,1.0696807293e+00
-1.9043980880e+00,1.0697058414e+00,1.0696889578e+00,1.0696890796e+00
-1.9043180864e+00,1.0697141931e+00,1.0696973092e+00,1.0696974311e+00
-1.9042380848e+00,1.0697225459e+00,1.0697056619e+00,1.0697057837e+00
-1.9041580832e+00,1.0697308999e+00,1.0697140157e+00,1.0697141376e+00
-1.9040780816e+00,1.0697392551e+00,1.0697223708e+00,1.0697224927e+00
-1.9039980800e+00,1.0697476115e+00,1.0697307271e+00,1.0697308490e+00
-1.9039180784e+00,1.0697559691e+00,1.0697390845e+00,1.0697392065e+00
-1.9038380768e+00,1.0697643279e+00,1.0697474432e+00,1.0697475652e+00
-1.9037580752e+00,1.0697726880e+00,1.0697558031e+00,1.0697559251e+00
-1.9036780736e+00,1.0697810492e+00,1.0697641642e+00,1.0697642861e+00
-1.9035980720e+00,1.0697894116e+00,1.0697725264e+00,1.0697726484e+00
-1.9035180704e+00,1.0697977752e+00,1.0697808899e+00,1.0697810119e+00
-1.9034380688e+00,1.0698061401e+00,1.0697892546e+00,1.0697893766e+00
-1.9033580672e+00,1.0698145061e+00,1.0697976205e+00,1.0697977425e+00
-1.9032780656e+00,1.0698228734e+00,1.0698059876e+00,1.0698061097e+00
-1.9031980640e+00,1.0698312418e+00,1.0698143559e+00,1.0698144780e+00
-1.9031180624e+00,1.0698396115e+00,1.0698227254e+00,1.0698228475e+00
-1.9030380608e+00,1.0698479823e+00,1.0698310961e+00,1.0698312182e+00
-1.9029580592e+00,1.0698563544e+00,1.0698394680e+00,1.0698395901e+00
-1.9028780576e+00,1.0698647276e+00,1.0698478411e+00,1.0698479633e+00
-1.9027980560e+00,1.0698731021e+00,1.0698562154e+00,1.0698563376e+00
-1.9027180544e+00,1.0698814778e+00,1.0698645909e+00,1.0698647131e+00
-1.9026380528e+00,1.0698898546e+00,1.0698729676e+00,1.0698730899e+00
-1.9025580512e+00,1.0698982327e+00,1.0698813456e+00,1.0698814678e+00
-1.9024780496e+00,1.0699066120e+00,1.0698897247e+00,1.0698898470e+00
-1.9023980480e+00,1.0699149925e+00,1.0698981051e+00,1.0698982273e+00
-1.9023180464e+00,1.0699233742e+00,1.0699064866e+00,1.0699066089e+00
-1.9022380448e+00,1.0699317571e+00,1.0699148694e+00,1.0699149917e+00
-1.9021580432e+00,1.0699401412e+00,1.0699232533e+00,1.0699233756e+00
-1.9020780416e+00,1.0699485265e+00,1.0699316385e+00,1.0699317608e+00
-1.9019980400e+00,1.0699569131e+00,1.0699400249e+00,1.0699401472e+00
-1.9019180384e+00,1.0699653008e+00,1.0699484124e+00,1.0699485348e+00
-1.9018380368e+00,1.0699736897e+00,1.0699568012e+00,1.0699569236e+00
-1.9017580352e+00,1.0699820799e+00,1.0699651912e+00,1.0699653136e+00
-1.9016780336e+00,1.0699904712e+00,1.0699735824e+00,1.0699737049e+00
-1.9015980320e+00,1.0699988638e+00,1.0699819748e+00,1.0699820973e+00
-1.9015180304e+00,1.0700072576e+00,1.0699903685e+00,1.0699904909e+00
-1.9014380288e+00,1.0700156525e+00,1.0699987633e+00,1.0699988858e+00
-1.9013580272e+00,1.0700240487e+00,1.0700071593e+00,1.0700072818e+00
-1.9012780256e+00,1.0700324461e+00,1.0700155566e+00,1.0700156791e+00
-1.9011980240e+00,1.0700408447e+00,1.0700239550e+00,1.0700240776e+00
-1.9011180224e+00,1.0700492445e+00,1.0700323547e+00,1.0700324772e+00
-1.9010380208e+00,1.0700576456e+00,1.0700407556e+00,1.0700408781e+00
-1.9009580192e+00,1.0700660478e+00,1.0700491576e+00,1.0700492802e+00
-1.9008780176e+00,1.0700744512e+00,1.0700575609e+00,1.0700576835e+00
-1.9007980160e+00,1.0700828559e+00,1.0700659654e+00,1.0700660881e+00
-1.9007180144e+00,1.0700912617e+00,1.0700743711e+00,1.0700744938e+00
-1.9006380128e+00,1.0700996688e+00,1.0700827781e+00,1.0700829007e+00
-1.9005580112e+00,1.0701080771e+00,1.0700911862e+00,1.0700913089e+00
-1.9004780096e+00,1.0701164866e+00,1.0700995955e+00,1.0700997182e+00
-1.9003980080e+00,1.0701248973e+00,1.0701080061e+00,1.0701081288e+00
-1.9003180064e+00,1.0701333092e+00,1.0701164179e+00,1.0701165406e+00
-1.9002380048e+00,1.0701417223e+00,1.0701248308e+00,1.0701249536e+00
-1.9001580032e+00,1.0701501367e+00,1.0701332450e+00,1.0701333678e+00
-1.9000780016e+00,1.0701585522e+00,1.0701416604e+00,1.0701417832e+00
-1.8999980000e+00,1.0701669690e+00,1.0701500770e+00,1.0701501998e+00
-1.8999179984e+00,1.0701753869e+00,1.0701584948e+00,1.0701586177e+00
-1.8998379968e+00,1.0701838061e+00,1.0701669139e+00,1.0701670367e+00
-1.8997579952e+00,1.0701922265e+00,1.0701753341e+00,1.0701754570e+00
-1.8996779936e+00,1.0702006481e+00,1.0701837556e+00,1.0701838785e+00
-1.8995979920e+00,1.0702090710e+00,1.0701921783e+00,1.0701923011e+00
-1.8995179904e+00,1.0702174950e+00,1.0702006021e+00,1.0702007250e+00
-1.8994379888e+00,1.0702259202e+00,1.0702090272e+00,1.0702091502e+00
-1.8993579872e+00,1.0702343467e+00,1.0702174536e+00,1.0702175765e+00
-1.8992779856e+00,1.0702427744e+00,1.0702258811e+00,1.0702260040e+00
-1.8991979840e+00,1.0702512033e+00,1.0702343098e+00,1.0702344328e+00
-1.8991179824e+00,1.0702596334e+00,1.0702427398e+00,1.0702428628e+00
-1.8990379808e+00,1.0702680647e+00,1.0702511709e+00,1.0702512939e+00
-1.8989579792e+00,1.0702764972e+00,1.0702596033e+00,1.0702597263e+00
-1.8988779776e+00,1.0702849310e+00,1.0702680369e+00,1.0702681600e+00
-1.8987979760e+00,1.0702933659e+00,1.0702764717e+00,1.0702765948e+00
-1.8987179744e+00,1.0703018021e+00,1.0702849078e+00,1.0702850308e+00
-1.8986379728e+00,1.0703102395e+00,1.0702933450e+00,1.0702934681e+00
-1.8985579712e+00,1.0703186781e+00,1.0703017835e+00,1.0703019066e+00
-1.8984779696e+00,1.0703271180e+00,1.0703102231e+00,1.0703103463e+00
-1.8983979680e+00,1.0703355590e+00,1.0703186640e+00,1.0703187872e+00
-1.8983179664e+00,1.0703440012e+00,1.0703271061e+00,1.0703272293e+00
-1.8982379648e+00,1.0703524447e+00,1.0703355494e+00,1.0703356726e+00
-1.8981579632e+00,1.0703608894e+00,1.0703439940e+00,1.0703441172e+00
-1.8980779616e+00,1.0703693353e+00,1.0703524397e+00,1.0703525630e+00
-1.8979979600e+00,1.0703777824e+00,1.0703608867e+00,1.0703610099e+00
-1.8979179584e+00,1.0703862308e+00,1.0703693349e+00,1.0703694582e+00
-1.8978379568e+00,1.0703946803e+00,1.0703777843e+00,1.0703779076e+00
-1.8977579552e+00,1.0704031311e+00,1.0703862349e+00,1.0703863582e+00
-1.8976779536e+00,1.0704115831e+00,1.0703946868e+00,1.0703948101e+00
-1.8975979520e+00,1.0704200363e+00,1.0704031398e+00,1.0704032632e+00
-1.8975179504e+00,1.0704284907e+00,1.0704115941e+00,1.0704117175e+00
-1.8974379488e+00,1.0704369464e+00,1.0704200496e+00,1.0704201730e+00
-1.8973579472e+00,1.0704454033e+00,1.0704285063e+00,1.0704286297e+00
-1.8972779456e+00,1.0704538613e+00,1.0704369642e+00,1.0704370876e+00
-1.8971979440e+00,1.0704623206e+00,1.0704454234e+00,1.0704455468e+00
-1.8971179424e+00,1.0704707812e+00,1.0704538838e+00,1.0704540072e+00
-1.8970379408e+00,1.0704792429e+00,1.0704623454e+00,1.0704624688e+00
-1.8969579392e+00,1.0704877059e+00,1.0704708082e+00,1.0704709316e+00
-1.8968779376e+00,1.0704961701e+00,1.0704792722e+00,1.0704793957e+00
-1.8967979360e+00,1.0705046355e+00,1.0704877375e+00,1.0704878610e+00
-1.8967179344e+00,1.0705131021e+00,1.0704962039e+00,1.0704963274e+00
-1.8966379328e+00,1.0705215699e+00,1.0705046716e+00,1.0705047952e+00
-1.8965579312e+00,1.0705300390e+00,1.0705131405e+00,1.0705132641e+00
-1.8964779296e+00,1.0705385093e+00,1.0705216107e+00,1.0705217342e+00
-1.8963979280e+00,1.0705469808e+00,1.0705300820e+00,1.0705302056e+00
-1.8963179264e+00,1.0705554535e+00,1.0705385546e+00,1.0705386782e+00
-1.8962379248e+00,1.0705639275e+00,1.0705470284e+00,1.0705471520e+00
-1.8961579232e+00,1.0705724026e+00,1.0705555034e+00,1.0705556270e+00
-1.8960779216e+00,1.0705808790e+00,1.0705639796e+00,1.0705641033e+00
-1.8959979200e+00,1.0705893566e+00,1.0705724571e+00,1.0705725808e+00
-1.8959179184e+00,1.0705978355e+00,1.0705809358e+00,1.0705810595e+00
-1.8958379168e+00,1.0706063155e+00,1.0705894157e+00,1.0705895394e+00
-1.8957579152e+00,1.0706147968e+00,1.0705978968e+00,1.0705980206e+00
-1.8956779136e+00,1.0706232793e+00,1.0706063792e+00,1.0706065029e+00
-1.8955979120e+00,1.0706317630e+00,1.0706148627e+00,1.0706149865e+00
-1.8955179104e+00,1.0706402480e+00,1.0706233475e+00,1.0706234713e+00
-1.8954379088e+00,1.0706487342e+00,1.0706318336e+00,1.0706319574e+00
-1.8953579072e+00,1.0706572216e+00,1.0706403208e+00,1.0706404446e+00
-1.8952779056e+00,1.0706657102e+00,1.0706488093e+00,1.0706489331e+00
-1.8951979040e+00,1.0706742000e+00,1.0706572990e+00,1.0706574228e+00
-1.8951179024e+00,1.0706826911e+00,1.0706657899e+00,1.0706659138e+00
-1.8950379008e+00,1.0706911834e+00,1.0706742820e+00,1.0706744059e+00
-1.8949578992e+00,1.0706996769e+00,1.0706827754e+00,1.0706828993e+00
-1.8948778976e+00,1.0707081716e+00,1.0706912700e+00,1.0706913939e+00
-1.8947978960e+00,1.0707166676e+00,1.0706997658e+00,1.0706998898e+00
-1.8947178944e+00,1.0707251648e+00,1.0707082628e+00,1.0707083868e+00
-1.8946378928e+00,1.0707336632e+00,1.0707167611e+00,1.0707168851e+00
-1.8945578912e+00,1.0707421629e+00,1.0707252606e+00,1.0707253846e+00
-1.8944778896e+00,1.0707506637e+00,1.0707337613e+00,1.0707338853e+00
-1.8943978880e+00,1.0707591658e+00,1.0707422633e+00,1.0707423873e+00
-1.8943178864e+00,1.0707676692e+00,1.0707507664e+00,1.0707508905e+00
-1.8942378848e+00,1.0707761737e+00,1.0707592708e+00,1.0707593949e+00
-1.8941578832e+00,1.0707846795e+00,1.0707677765e+00,1.0707679006e+00
-1.8940778816e+00,1.0707931865e+00,1.0707762833e+00,1.0707764074e+00
-1.8939978800e+00,1.0708016947e+00,1.0707847914e+00,1.0707849155e+00
-1.8939178784e+00,1.0708102042e+00,1.0707933007e+00,1.0707934249e+00
-1.8938378768e+00,1.0708187149e+00,1.0708018112e+00,1.0708019354e+00
-1.8937578752e+00,1.0708272268e+00,1.0708103230e+00,1.0708104472e+00
-1.8936778736e+00,1.0708357399e+00,1.0708188360e+00,1.0708189602e+00
-1.8935978720e+00,1.0708442543e+00,1.0708273502e+00,1.0708274744e+00
-1.8935178704e+00,1.0708527699e+00,1.0708358657e+00,1.0708359899e+00
-1.8934378688e+00,1.0708612867e+00,1.0708443823e+00,1.0708445066e+00
-1.8933578672e+00,1.0708698048e+00,1.0708529002e+00,1.0708530245e+00
-1.8932778656e+00,1.0708783241e+00,1.0708614194e+00,1.0708615437e+00
-1.8931978640e+00,1.0708868446e+00,1.0708699397e+00,1.0708700640e+00
-1.8931178624e+00,1.0708953663e+00,1.0708784613e+00,1.0708785856e+00
-1.8930378608e+00,1.0709038893e+00,1.0708869841e+00,1.0708871085e+00
-1.8929578592e+00,1.0709124135e+00,1.0708955082e+00,1.0708956326e+00
-1.8928778576e+00,1.0709209389e+00,1.0709040335e+00,1.0709041579e+00
-1.8927978560e+00,1.0709294656e+00,1.0709125600e+00,1.0709126844e+00
-1.8927178544e+00,1.0709379935e+00,1.0709210877e+00,1.0709212121e+00
-1.8926378528e+00,1.0709465226e+00,1.0709296167e+00,1.0709297411e+00
-1.8925578512e+00,1.0709550530e+00,1.0709381469e+00,1.0709382714e+00
-1.8924778496e+00,1.0709635846e+00,1.0709466783e+00,1.0709468028e+00
-1.8923978480e+00,1.0709721174e+00,1.0709552110e+00,1.0709553355e+00
-1.8923178464e+00,1.0709806514e+00,1.0709637449e+00,1.0709638694e+00
-1.8922378448e+00,1.0709891867e+00,1.0709722800e+00,1.0709724046e+00
-1.8921578432e+00,1.0709977232e+00,1.0709808164e+00,1.0709809409e+00
-1.8920778416e+00,1.0710062610e+00,1.0709893540e+00,1.0709894786e+00
-1.8919978400e+00,1.0710148000e+00,1.0709978928e+00,1.0709980174e+00
-1.8919178384e+00,1.0710233402e+00,1.0710064329e+00,1.0710065575e+00
-1.8918378368e+00,1.0710318816e+00,1.0710149742e+00,1.0710150988e+00
-1.8917578352e+00,1.0710404243e+00,1.0710235167e+00,1.0710236413e+00
-1.8916778336e+00,1.0710489682e+00,1.0710320605e+00,1.0710321851e+00
-1.8915978320e+00,1.0710575134e+00,1.0710406054e+00,1.0710407301e+00
-1.8915178304e+00,1.0710660597e+00,1.0710491517e+00,1.0710492763e+00
-1.8914378288e+00,1.0710746073e+00,1.0710576991e+00,1.0710578238e+00
-1.8913578272e+00,1.0710831562e+00,1.0710662478e+00,1.0710663725e+00
-1.8912778256e+00,1.0710917063e+00,1.0710747977e+00,1.0710749225e+00
-1.8911978240e+00,1.0711002576e+00,1.0710833489e+00,1.0710834737e+00
-1.8911178224e+00,1.0711088101e+00,1.0710919013e+00,1.0710920261e+00
-1.8910378208e+00,1.0711173639e+00,1.0711004549e+00,1.0711005797e+00
-1.8909578192e+00,1.0711259189e+00,1.0711090098e+00,1.0711091346e+00
-1.8908778176e+00,1.0711344752e+00,1.0711175659e+00,1.0711176907e+00
-1.8907978160e+00,1.0711430327e+00,1.0711261232e+00,1.0711262481e+00
-1.8907178144e+00,1.0711515914e+00,1.0711346818e+00,1.0711348067e+00
-1.8906378128e+00,1.0711601514e+00,1.0711432416e+00,1.0711433665e+00
-1.8905578112e+00,1.0711687126e+00,1.0711518027e+00,1.0711519276e+00
-1.8904778096e+00,1.0711772750e+00,1.0711603649e+00,1.0711604899e+00
-1.8903978080e+00,1.0711858387e+00,1.0711689285e+00,1.0711690534e+00
-1.8903178064e+00,1.0711944036e+00,1.0711774932e+00,1.0711776182e+00
-1.8902378048e+00,1.0712029697e+00,1.0711860592e+00,1.0711861842e+00
-1.8901578032e+00,1.0712115371e+00,1.0711946264e+00,1.0711947514e+00
-1.8900778016e+00,1.0712201057e+00,1.0712031949e+00,1.0712033199e+00
-1.8899978000e+00,1.0712286756e+00,1.0712117646e+00,1.0712118896e+00
-1.8899177984e+00,1.0712372467e+00,1.0712203355e+00,1.0712204606e+00
-1.8898377968e+00,1.0712458190e+00,1.0712289077e+00,1.0712290328e+00
-1.8897577952e+00,1.0712543926e+00,1.0712374811e+00,1.0712376062e+00
-1.8896777936e+00,1.0712629674e+00,1.0712460558e+00,1.0712461809e+00
-1.8895977920e+00,1.0712715434e+00,1.0712546317e+00,1.0712547568e+00
-1.8895177904e+00,1.0712801207e+00,1.0712632088e+00,1.0712633339e+00
-1.8894377888e+00,1.0712886992e+00,1.0712717872e+00,1.0712719123e+00
-1.8893577872e+00,1.0712972790e+00,1.0712803668e+00,1.0712804919e+00
-1.8892777856e+00,1.0713058600e+00,1.0712889476e+00,1.0712890728e+00
-1.8891977840e+00,1.0713144422e+00,1.0712975297e+00,1.0712976549e+00
-1.8891177824e+00,1.0713230257e+00,1.0713061130e+00,1.0713062383e+00
-1.8890377808e+00,1.0713316105e+00,1.0713146976e+00,1.0713148229e+00
-1.8889577792e+00,1.0713401964e+00,1.0713232834e+00,1.0713234087e+00
-1.8888777776e+00,1.0713487836e+00,1.0713318705e+00,1.0713319958e+00
-1.8887977760e+00,1.0713573721e+00,1.0713404588e+00,1.0713405841e+00
-1.8887177744e+00,1.0713659617e+00,1.0713490483e+00,1.0713491736e+00
-1.8886377728e+00,1.0713745527e+00,1.0713576391e+00,1.0713577644e+00
-1.8885577712e+00,1.0713831448e+00,1.0713662311e+00,1.0713663564e+00
-1.8884777696e+00,1.0713917382e+00,1.0713748243e+00,1.0713749497e+00
-1.8883977680e+00,1.0714003329e+00,1.0713834188e+00,1.0713835442e+00
-1.8883177664e+00,1.0714089288e+00,1.0713920146e+00,1.0713921400e+00
-1.8882377648e+00,1.0714175259e+00,1.0714006116e+00,1.0714007370e+00
-1.8881577632e+00,1.0714261243e+00,1.0714092098e+00,1.0714093352e+00
-1.8880777616e+00,1.0714347239e+00,1.0714178092e+00,1.0714179347e+00
-1.8879977600e+00,1.0714433248e+00,1.0714264099e+00,1.0714265354e+00
-1.8879177584e+00,1.0714519269e+00,1.0714350119e+00,1.0714351374e+00
-1.8878377568e+00,1.0714605302e+00,1.0714436151e+00,1.0714437406e+00
