tau,mag_triple,dx_three,dy_three,s3=1.3225497220955418,psi=0.9687602688129292
-2.0000000000e+00,1.0605293115e+00,3.3254953893e-01,-2.4848799085e-02
-1.9595959596e+00,1.0642186476e+00,3.3475935557e-01,-2.5168170619e-02
-1.9191919192e+00,1.0681813298e+00,3.3690049090e-01,-2.5490931951e-02
-1.8787878788e+00,1.0724412132e+00,3.3896335029e-01,-2.5816804542e-02
-1.8383838384e+00,1.0770245710e+00,3.4093752134e-01,-2.6145467001e-02
-1.7979797980e+00,1.0819603776e+00,3.4281171937e-01,-2.6476550907e-02
-1.7575757576e+00,1.0872806327e+00,3.4457373158e-01,-2.6809636327e-02
-1.7171717172e+00,1.0930207289e+00,3.4621036042e-01,-2.7144247077e-02
-1.6767676768e+00,1.0992198728e+00,3.4770736681e-01,-2.7479845706e-02
-1.6363636364e+00,1.1059215677e+00,3.4904941398e-01,-2.7815828244e-02
-1.5959595960e+00,1.1131741686e+00,3.5022001302e-01,-2.8151518734e-02
-1.5555555556e+00,1.1210315220e+00,3.5120147127e-01,-2.8486163612e-02
-1.5151515152e+00,1.1295537069e+00,3.5197484510e-01,-2.8818925975e-02
-1.4747474747e+00,1.1388078956e+00,3.5251989879e-01,-2.9148879849e-02
-1.4343434343e+00,1.1488693569e+00,3.5281507163e-01,-2.9475004543e-02
-1.3939393939e+00,1.1598226318e+00,3.5283745556e-01,-2.9796179254e-02
-1.3535353535e+00,1.1717629149e+00,3.5256278633e-01,-3.0111178085e-02
-1.3131313131e+00,1.1847976875e+00,3.5196545112e-01,-3.0418665694e-02
-1.2727272727e+00,1.1990486554e+00,3.5101851645e-01,-3.0717193869e-02
-1.2323232323e+00,1.2146540628e+00,3.4969378017e-01,-3.1005199336e-02
-1.1919191919e+00,1.2317714681e+00,3.4796185211e-01,-3.1281003218e-02
-1.1515151515e+00,1.2505810954e+00,3.4579226799e-01,-3.1542812640e-02
-1.1111111111e+00,1.2712899064e+00,3.4315364160e-01,-3.1788725060e-02
-1.0707070707e+00,1.2941365803e+00,3.4001386054e-01,-3.2016736048e-02
