tau,mag_triple,mag_bin_q4,mag_bin_q2
-1.2111842237e+00,1.2233882938e+00,1.2233437838e+00,1.2233933617e+00
-1.2111042221e+00,1.2234222448e+00,1.2233777293e+00,1.2234273164e+00
-1.2110242205e+00,1.2234562021e+00,1.2234116812e+00,1.2234612774e+00
-1.2109442189e+00,1.2234901656e+00,1.2234456393e+00,1.2234952447e+00
-1.2108642173e+00,1.2235241355e+00,1.2234796037e+00,1.2235292183e+00
-1.2107842157e+00,1.2235581116e+00,1.2235135744e+00,1.2235631981e+00
-1.2107042141e+00,1.2235920940e+00,1.2235475514e+00,1.2235971843e+00
-1.2106242125e+00,1.2236260827e+00,1.2235815347e+00,1.2236311767e+00
-1.2105442109e+00,1.2236600776e+00,1.2236155242e+00,1.2236651754e+00
-1.2104642093e+00,1.2236940789e+00,1.2236495200e+00,1.2236991804e+00
-1.2103842077e+00,1.2237280865e+00,1.2236835222e+00,1.2237331917e+00
-1.2103042061e+00,1.2237621003e+00,1.2237175306e+00,1.2237672093e+00
-1.2102242045e+00,1.2237961204e+00,1.2237515453e+00,1.2238012331e+00
-1.2101442029e+00,1.2238301469e+00,1.2237855663e+00,1.2238352633e+00
-1.2100642013e+00,1.2238641796e+00,1.2238195936e+00,1.2238692998e+00
-1.2099841997e+00,1.2238982186e+00,1.2238536271e+00,1.2239033425e+00
-1.2099041981e+00,1.2239322639e+00,1.2238876670e+00,1.2239373916e+00
-1.2098241965e+00,1.2239663155e+00,1.2239217132e+00,1.2239714469e+00
-1.2097441949e+00,1.2240003734e+00,1.2239557657e+00,1.2240055086e+00
-1.2096641933e+00,1.2240344376e+00,1.2239898244e+00,1.2240395766e+00
-1.2095841917e+00,1.2240685082e+00,1.2240238895e+00,1.2240736508e+00
-1.2095041901e+00,1.2241025850e+00,1.2240579609e+00,1.2241077314e+00
-1.2094241885e+00,1.2241366681e+00,1.2240920386e+00,1.2241418183e+00
-1.2093441869e+00,1.2241707576e+00,1.2241261226e+00,1.2241759115e+00
-1.2092641853e+00,1.2242048533e+00,1.2241602129e+00,1.2242100110e+00
-1.2091841837e+00,1.2242389554e+00,1.2241943095e+00,1.2242441168e+00
-1.2091041821e+00,1.2242730637e+00,1.2242284124e+00,1.2242782289e+00
-1.2090241805e+00,1.2243071784e+00,1.2242625216e+00,1.2243123473e+00
-1.2089441789e+00,1.2243412994e+00,1.2242966372e+00,1.2243464721e+00
-1.2088641773e+00,1.2243754267e+00,1.2243307591e+00,1.2243806032e+00
-1.2087841757e+00,1.2244095604e+00,1.2243648872e+00,1.2244147405e+00
-1.2087041741e+00,1.2244437003e+00,1.2243990217e+00,1.2244488842e+00
-1.2086241725e+00,1.2244778466e+00,1.2244331625e+00,1.2244830343e+00
-1.2085441709e+00,1.2245119992e+00,1.2244673097e+00,1.2245171906e+00
-1.2084641693e+00,1.2245461581e+00,1.2245014631e+00,1.2245513533e+00
-1.2083841677e+00,1.2245803233e+00,1.2245356229e+00,1.2245855223e+00
-1.2083041661e+00,1.2246144949e+00,1.2245697890e+00,1.2246196976e+00
-1.2082241645e+00,1.2246486728e+00,1.2246039614e+00,1.2246538793e+00
-1.2081441629e+00,1.2246828570e+00,1.2246381402e+00,1.2246880673e+00
-1.2080641613e+00,1.2247170476e+00,1.2246723253e+00,1.2247222616e+00
-1.2079841597e+00,1.2247512444e+00,1.2247065167e+00,1.2247564622e+00
-1.2079041581e+00,1.2247854477e+00,1.2247407145e+00,1.2247906692e+00
-1.2078241565e+00,1.2248196572e+00,1.2247749185e+00,1.2248248825e+00
-1.2077441549e+00,1.2248538731e+00,1.2248091289e+00,1.2248591022e+00
-1.2076641533e+00,1.2248880953e+00,1.2248433457e+00,1.2248933282e+00
-1.2075841517e+00,1.2249223239e+00,1.2248775688e+00,1.2249275605e+00
-1.2075041501e+00,1.2249565588e+00,1.2249117982e+00,1.2249617991e+00
-1.2074241485e+00,1.2249908000e+00,1.2249460340e+00,1.2249960442e+00
-1.2073441469e+00,1.2250250476e+00,1.2249802761e+00,1.2250302955e+00
-1.2072641453e+00,1.2250593015e+00,1.2250145245e+00,1.2250645532e+00
-1.2071841437e+00,1.2250935618e+00,1.2250487793e+00,1.2250988173e+00
-1.2071041421e+00,1.2251278284e+00,1.2250830405e+00,1.2251330877e+00
-1.2070241405e+00,1.2251621014e+00,1.2251173080e+00,1.2251673644e+00
-1.2069441389e+00,1.2251963807e+00,1.2251515818e+00,1.2252016475e+00
-1.2068641373e+00,1.2252306664e+00,1.2251858620e+00,1.2252359369e+00
-1.2067841357e+00,1.2252649584e+00,1.2252201485e+00,1.2252702327e+00
-1.2067041341e+00,1.2252992568e+00,1.2252544414e+00,1.2253045349e+00
-1.2066241325e+00,1.2253335615e+00,1.2252887407e+00,1.2253388434e+00
-1.2065441309e+00,1.2253678726e+00,1.2253230463e+00,1.2253731583e+00
-1.2064641293e+00,1.2254021901e+00,1.2253573583e+00,1.2254074795e+00
-1.2063841277e+00,1.2254365139e+00,1.2253916766e+00,1.2254418071e+00
-1.2063041261e+00,1.2254708441e+00,1.2254260013e+00,1.2254761411e+00
-1.2062241245e+00,1.2255051806e+00,1.2254603323e+00,1.2255104814e+00
-1.2061441229e+00,1.2255395235e+00,1.2254946697e+00,1.2255448281e+00
-1.2060641213e+00,1.2255738728e+00,1.2255290135e+00,1.2255791811e+00
-1.2059841197e+00,1.2256082284e+00,1.2255633636e+00,1.2256135405e+00
-1.2059041181e+00,1.2256425904e+00,1.2255977201e+00,1.2256479063e+00
-1.2058241165e+00,1.2256769588e+00,1.2256320830e+00,1.2256822785e+00
-1.2057441149e+00,1.2257113335e+00,1.2256664522e+00,1.2257166570e+00
-1.2056641133e+00,1.2257457146e+00,1.2257008278e+00,1.2257510419e+00
-1.2055841117e+00,1.2257801021e+00,1.2257352098e+00,1.2257854332e+00
-1.2055041101e+00,1.2258144960e+00,1.2257695982e+00,1.2258198308e+00
-1.2054241085e+00,1.2258488962e+00,1.2258039929e+00,1.2258542348e+00
-1.2053441069e+00,1.2258833028e+00,1.2258383940e+00,1.2258886453e+00
-1.2052641053e+00,1.2259177158e+00,1.2258728015e+00,1.2259230620e+00
-1.2051841037e+00,1.2259521352e+00,1.2259072154e+00,1.2259574852e+00
-1.2051041021e+00,1.2259865610e+00,1.2259416356e+00,1.2259919148e+00
-1.2050241005e+00,1.2260209931e+00,1.2259760623e+00,1.2260263507e+00
-1.2049440989e+00,1.2260554317e+00,1.2260104953e+00,1.2260607930e+00
-1.2048640973e+00,1.2260898766e+00,1.2260449347e+00,1.2260952418e+00
-1.2047840957e+00,1.2261243279e+00,1.2260793805e+00,1.2261296969e+00
-1.2047040941e+00,1.2261587856e+00,1.2261138327e+00,1.2261641584e+00
-1.2046240925e+00,1.2261932497e+00,1.2261482912e+00,1.2261986262e+00
-1.2045440909e+00,1.2262277202e+00,1.2261827562e+00,1.2262331005e+00
-1.2044640893e+00,1.2262621970e+00,1.2262172276e+00,1.2262675812e+00
-1.2043840877e+00,1.2262966803e+00,1.2262517053e+00,1.2263020683e+00
-1.2043040861e+00,1.2263311700e+00,1.2262861895e+00,1.2263365617e+00
-1.2042240845e+00,1.2263656660e+00,1.2263206800e+00,1.2263710616e+00
-1.2041440829e+00,1.2264001685e+00,1.2263551769e+00,1.2264055679e+00
-1.2040640813e+00,1.2264346774e+00,1.2263896803e+00,1.2264400805e+00
-1.2039840797e+00,1.2264691927e+00,1.2264241900e+00,1.2264745996e+00
-1.2039040781e+00,1.2265037143e+00,1.2264587062e+00,1.2265091251e+00
-1.2038240765e+00,1.2265382424e+00,1.2264932287e+00,1.2265436570e+00
-1.2037440749e+00,1.2265727769e+00,1.2265277577e+00,1.2265781953e+00
-1.2036640733e+00,1.2266073178e+00,1.2265622930e+00,1.2266127400e+00
-1.2035840717e+00,1.2266418651e+00,1.2265968348e+00,1.2266472911e+00
-1.2035040701e+00,1.2266764188e+00,1.2266313830e+00,1.2266818486e+00
-1.2034240685e+00,1.2267109790e+00,1.2266659376e+00,1.2267164126e+00
-1.2033440669e+00,1.2267455455e+00,1.2267004986e+00,1.2267509829e+00
-1.2032640653e+00,1.2267801185e+00,1.2267350660e+00,1.2267855597e+00
-1.2031840637e+00,1.2268146978e+00,1.2267696398e+00,1.2268201429e+00
-1.2031040621e+00,1.2268492836e+00,1.2268042201e+00,1.2268547325e+00
-1.2030240605e+00,1.2268838759e+00,1.2268388068e+00,1.2268893285e+00
-1.2029440589e+00,1.2269184745e+00,1.2268733999e+00,1.2269239310e+00
-1.2028640573e+00,1.2269530795e+00,1.2269079994e+00,1.2269585398e+00
-1.2027840557e+00,1.2269876910e+00,1.2269426053e+00,1.2269931551e+00
-1.2027040541e+00,1.2270223089e+00,1.2269772177e+00,1.2270277769e+00
-1.2026240525e+00,1.2270569333e+00,1.2270118365e+00,1.2270624050e+00
-1.2025440509e+00,1.2270915640e+00,1.2270464617e+00,1.2270970396e+00
-1.2024640493e+00,1.2271262012e+00,1.2270810933e+00,1.2271316806e+00
-1.2023840477e+00,1.2271608449e+00,1.2271157314e+00,1.2271663281e+00
-1.2023040461e+00,1.2271954949e+00,1.2271503759e+00,1.2272009819e+00
-1.2022240445e+00,1.2272301514e+00,1.2271850268e+00,1.2272356423e+00
-1.2021440429e+00,1.2272648144e+00,1.2272196842e+00,1.2272703090e+00
-1.2020640413e+00,1.2272994837e+00,1.2272543480e+00,1.2273049822e+00
-1.2019840397e+00,1.2273341595e+00,1.2272890183e+00,1.2273396618e+00
-1.2019040381e+00,1.2273688418e+00,1.2273236950e+00,1.2273743479e+00
-1.2018240365e+00,1.2274035305e+00,1.2273583781e+00,1.2274090404e+00
-1.2017440349e+00,1.2274382256e+00,1.2273930677e+00,1.2274437394e+00
-1.2016640333e+00,1.2274729272e+00,1.2274277637e+00,1.2274784448e+00
-1.2015840317e+00,1.2275076352e+00,1.2274624661e+00,1.2275131566e+00
-1.2015040301e+00,1.2275423497e+00,1.2274971750e+00,1.2275478749e+00
-1.2014240285e+00,1.2275770706e+00,1.2275318904e+00,1.2275825997e+00
-1.2013440269e+00,1.2276117980e+00,1.2275666122e+00,1.2276173309e+00
-1.2012640253e+00,1.2276465318e+00,1.2276013404e+00,1.2276520685e+00
-1.2011840237e+00,1.2276812721e+00,1.2276360751e+00,1.2276868126e+00
-1.2011040221e+00,1.2277160188e+00,1.2276708163e+00,1.2277215632e+00
-1.2010240205e+00,1.2277507720e+00,1.2277055639e+00,1.2277563202e+00
-1.2009440189e+00,1.2277855316e+00,1.2277403179e+00,1.2277910837e+00
-1.2008640173e+00,1.2278202977e+00,1.2277750785e+00,1.2278258536e+00
-1.2007840157e+00,1.2278550703e+00,1.2278098454e+00,1.2278606300e+00
-1.2007040141e+00,1.2278898493e+00,1.2278446189e+00,1.2278954129e+00
-1.2006240125e+00,1.2279246348e+00,1.2278793988e+00,1.2279302022e+00
-1.2005440109e+00,1.2279594267e+00,1.2279141852e+00,1.2279649980e+00
-1.2004640093e+00,1.2279942251e+00,1.2279489780e+00,1.2279998002e+00
-1.2003840077e+00,1.2280290300e+00,1.2279837773e+00,1.2280346090e+00
-1.2003040061e+00,1.2280638414e+00,1.2280185831e+00,1.2280694242e+00
-1.2002240045e+00,1.2280986592e+00,1.2280533953e+00,1.2281042458e+00
-1.2001440029e+00,1.2281334835e+00,1.2280882140e+00,1.2281390740e+00
-1.2000640013e+00,1.2281683143e+00,1.2281230392e+00,1.2281739086e+00
-1.1999839997e+00,1.2282031515e+00,1.2281578708e+00,1.2282087497e+00
-1.1999039981e+00,1.2282379952e+00,1.2281927090e+00,1.2282435972e+00
-1.1998239965e+00,1.2282728454e+00,1.2282275536e+00,1.2282784513e+00
-1.1997439949e+00,1.2283077021e+00,1.2282624046e+00,1.2283133118e+00
-1.1996639933e+00,1.2283425653e+00,1.2282972622e+00,1.2283481788e+00
-1.1995839917e+00,1.2283774349e+00,1.2283321262e+00,1.2283830523e+00
-1.1995039901e+00,1.2284123110e+00,1.2283669968e+00,1.2284179323e+00
-1.1994239885e+00,1.2284471937e+00,1.2284018738e+00,1.2284528187e+00
-1.1993439869e+00,1.2284820827e+00,1.2284367573e+00,1.2284877117e+00
-1.1992639853e+00,1.2285169783e+00,1.2284716473e+00,1.2285226111e+00
-1.1991839837e+00,1.2285518804e+00,1.2285065437e+00,1.2285575170e+00
-1.1991039821e+00,1.2285867890e+00,1.2285414467e+00,1.2285924294e+00
-1.1990239805e+00,1.2286217040e+00,1.2285763561e+00,1.2286273483e+00
-1.1989439789e+00,1.2286566256e+00,1.2286112721e+00,1.2286622738e+00
-1.1988639773e+00,1.2286915536e+00,1.2286461945e+00,1.2286972057e+00
-1.1987839757e+00,1.2287264882e+00,1.2286811234e+00,1.2287321441e+00
-1.1987039741e+00,1.2287614292e+00,1.2287160589e+00,1.2287670890e+00
-1.1986239725e+00,1.2287963767e+00,1.2287510008e+00,1.2288020403e+00
-1.1985439709e+00,1.2288313308e+00,1.2287859492e+00,1.2288369982e+00
-1.1984639693e+00,1.2288662913e+00,1.2288209041e+00,1.2288719627e+00
-1.1983839677e+00,1.2289012584e+00,1.2288558656e+00,1.2289069336e+00
-1.1983039661e+00,1.2289362319e+00,1.2288908335e+00,1.2289419110e+00
-1.1982239645e+00,1.2289712120e+00,1.2289258080e+00,1.2289768949e+00
-1.1981439629e+00,1.2290061986e+00,1.2289607889e+00,1.2290118853e+00
-1.1980639613e+00,1.2290411916e+00,1.2289957764e+00,1.2290468823e+00
-1.1979839597e+00,1.2290761912e+00,1.2290307703e+00,1.2290818857e+00
-1.1979039581e+00,1.2291111973e+00,1.2290657708e+00,1.2291168957e+00
-1.1978239565e+00,1.2291462100e+00,1.2291007778e+00,1.2291519122e+00
-1.1977439549e+00,1.2291812291e+00,1.2291357913e+00,1.2291869352e+00
-1.1976639533e+00,1.2292162547e+00,1.2291708113e+00,1.2292219647e+00
-1.1975839517e+00,1.2292512869e+00,1.2292058379e+00,1.2292570007e+00
-1.1975039501e+00,1.2292863256e+00,1.2292408709e+00,1.2292920433e+00
-1.1974239485e+00,1.2293213708e+00,1.2292759105e+00,1.2293270924e+00
-1.1973439469e+00,1.2293564225e+00,1.2293109566e+00,1.2293621480e+00
-1.1972639453e+00,1.2293914808e+00,1.2293460092e+00,1.2293972101e+00
-1.1971839437e+00,1.2294265456e+00,1.2293810684e+00,1.2294322788e+00
-1.1971039421e+00,1.2294616169e+00,1.2294161340e+00,1.2294673539e+00
-1.1970239405e+00,1.2294966947e+00,1.2294512062e+00,1.2295024357e+00
-1.1969439389e+00,1.2295317791e+00,1.2294862850e+00,1.2295375239e+00
-1.1968639373e+00,1.2295668700e+00,1.2295213702e+00,1.2295726187e+00
-1.1967839357e+00,1.2296019675e+00,1.2295564620e+00,1.2296077200e+00
-1.1967039341e+00,1.2296370714e+00,1.2295915603e+00,1.2296428278e+00
-1.1966239325e+00,1.2296721819e+00,1.2296266652e+00,1.2296779422e+00
-1.1965439309e+00,1.2297072990e+00,1.2296617766e+00,1.2297130632e+00
-1.1964639293e+00,1.2297424226e+00,1.2296968945e+00,1.2297481906e+00
-1.1963839277e+00,1.2297775527e+00,1.2297320190e+00,1.2297833246e+00
-1.1963039261e+00,1.2298126894e+00,1.2297671500e+00,1.2298184652e+00
-1.1962239245e+00,1.2298478326e+00,1.2298022876e+00,1.2298536123e+00
-1.1961439229e+00,1.2298829823e+00,1.2298374317e+00,1.2298887659e+00
-1.1960639213e+00,1.2299181386e+00,1.2298725823e+00,1.2299239261e+00
-1.1959839197e+00,1.2299533015e+00,1.2299077395e+00,1.2299590928e+00
-1.1959039181e+00,1.2299884709e+00,1.2299429033e+00,1.2299942661e+00
-1.1958239165e+00,1.2300236468e+00,1.2299780736e+00,1.2300294459e+00
-1.1957439149e+00,1.2300588293e+00,1.2300132504e+00,1.2300646323e+00
-1.1956639133e+00,1.2300940184e+00,1.2300484338e+00,1.2300998253e+00
-1.1955839117e+00,1.2301292140e+00,1.2300836238e+00,1.2301350248e+00
-1.1955039101e+00,1.2301644162e+00,1.2301188203e+00,1.2301702308e+00
-1.1954239085e+00,1.2301996249e+00,1.2301540233e+00,1.2302054435e+00
-1.1953439069e+00,1.2302348402e+00,1.2301892329e+00,1.2302406626e+00
-1.1952639053e+00,1.2302700620e+00,1.2302244491e+00,1.2302758884e+00
-1.1951839037e+00,1.2303052905e+00,1.2302596719e+00,1.2303111207e+00
-1.1951039021e+00,1.2303405254e+00,1.2302949012e+00,1.2303463596e+00
-1.1950239005e+00,1.2303757670e+00,1.2303301370e+00,1.2303816050e+00
-1.1949438989e+00,1.2304110151e+00,1.2303653795e+00,1.2304168570e+00
-1.1948638973e+00,1.2304462698e+00,1.2304006285e+00,1.2304521156e+00
-1.1947838957e+00,1.2304815310e+00,1.2304358841e+00,1.2304873807e+00
-1.1947038941e+00,1.2305167988e+00,1.2304711462e+00,1.2305226524e+00
-1.1946238925e+00,1.2305520732e+00,1.2305064149e+00,1.2305579307e+00
-1.1945438909e+00,1.2305873542e+00,1.2305416902e+00,1.2305932156e+00
-1.1944638893e+00,1.2306226417e+00,1.2305769721e+00,1.2306285070e+00
-1.1943838877e+00,1.2306579359e+00,1.2306122605e+00,1.2306638051e+00
-1.1943038861e+00,1.2306932366e+00,1.2306475555e+00,1.2306991097e+00
-1.1942238845e+00,1.2307285438e+00,1.2306828571e+00,1.2307344208e+00
-1.1941438829e+00,1.2307638577e+00,1.2307181653e+00,1.2307697386e+00
-1.1940638813e+00,1.2307991782e+00,1.2307534801e+00,1.2308050630e+00
-1.1939838797e+00,1.2308345052e+00,1.2307888014e+00,1.2308403939e+00
-1.1939038781e+00,1.2308698388e+00,1.2308241293e+00,1.2308757314e+00
-1.1938238765e+00,1.2309051790e+00,1.2308594638e+00,1.2309110755e+00
-1.1937438749e+00,1.2309405258e+00,1.2308948049e+00,1.2309464262e+00
-1.1936638733e+00,1.2309758792e+00,1.2309301526e+00,1.2309817835e+00
-1.1935838717e+00,1.2310112392e+00,1.2309655069e+00,1.2310171474e+00
-1.1935038701e+00,1.2310466057e+00,1.2310008678e+00,1.2310525179e+00
-1.1934238685e+00,1.2310819789e+00,1.2310362353e+00,1.2310878950e+00
-1.1933438669e+00,1.2311173587e+00,1.2310716093e+00,1.2311232787e+00
-1.1932638653e+00,1.2311527450e+00,1.2311069900e+00,1.2311586689e+00
-1.1931838637e+00,1.2311881380e+00,1.2311423773e+00,1.2311940658e+00
-1.1931038621e+00,1.2312235376e+00,1.2311777711e+00,1.2312294693e+00
-1.1930238605e+00,1.2312589437e+00,1.2312131716e+00,1.2312648794e+00
-1.1929438589e+00,1.2312943565e+00,1.2312485786e+00,1.2313002961e+00
-1.1928638573e+00,1.2313297759e+00,1.2312839923e+00,1.2313357194e+00
-1.1927838557e+00,1.2313652019e+00,1.2313194126e+00,1.2313711493e+00
-1.1927038541e+00,1.2314006345e+00,1.2313548395e+00,1.2314065858e+00
-1.1926238525e+00,1.2314360737e+00,1.2313902730e+00,1.2314420289e+00
-1.1925438509e+00,1.2314715195e+00,1.2314257131e+00,1.2314774786e+00
-1.1924638493e+00,1.2315069719e+00,1.2314611598e+00,1.2315129350e+00
-1.1923838477e+00,1.2315424310e+00,1.2314966131e+00,1.2315483979e+00
-1.1923038461e+00,1.2315778966e+00,1.2315320731e+00,1.2315838675e+00
-1.1922238445e+00,1.2316133689e+00,1.2315675396e+00,1.2316193437e+00
-1.1921438429e+00,1.2316488478e+00,1.2316030128e+00,1.2316548265e+00
-1.1920638413e+00,1.2316843333e+00,1.2316384926e+00,1.2316903160e+00
-1.1919838397e+00,1.2317198255e+00,1.2316739790e+00,1.2317258121e+00
-1.1919038381e+00,1.2317553242e+00,1.2317094721e+00,1.2317613147e+00
-1.1918238365e+00,1.2317908296e+00,1.2317449717e+00,1.2317968241e+00
-1.1917438349e+00,1.2318263416e+00,1.2317804780e+00,1.2318323400e+00
-1.1916638333e+00,1.2318618603e+00,1.2318159909e+00,1.2318678626e+00
-1.1915838317e+00,1.2318973855e+00,1.2318515105e+00,1.2319033918e+00
-1.1915038301e+00,1.2319329174e+00,1.2318870366e+00,1.2319389276e+00
-1.1914238285e+00,1.2319684560e+00,1.2319225694e+00,1.2319744701e+00
-1.1913438269e+00,1.2320040012e+00,1.2319581089e+00,1.2320100192e+00
-1.1912638253e+00,1.2320395530e+00,1.2319936550e+00,1.2320455749e+00
-1.1911838237e+00,1.2320751114e+00,1.2320292077e+00,1.2320811373e+00
-1.1911038221e+00,1.2321106765e+00,1.2320647670e+00,1.2321167063e+00
-1.1910238205e+00,1.2321462482e+00,1.2321003330e+00,1.2321522820e+00
-1.1909438189e+00,1.2321818266e+00,1.2321359056e+00,1.2321878643e+00
-1.1908638173e+00,1.2322174116e+00,1.2321714849e+00,1.2322234532e+00
-1.1907838157e+00,1.2322530032e+00,1.2322070708e+00,1.2322590488e+00
-1.1907038141e+00,1.2322886015e+00,1.2322426634e+00,1.2322946511e+00
-1.1906238125e+00,1.2323242065e+00,1.2322782626e+00,1.2323302599e+00
-1.1905438109e+00,1.2323598181e+00,1.2323138684e+00,1.2323658755e+00
-1.1904638093e+00,1.2323954363e+00,1.2323494809e+00,1.2324014977e+00
-1.1903838077e+00,1.2324310612e+00,1.2323851001e+00,1.2324371265e+00
-1.1903038061e+00,1.2324666928e+00,1.2324207259e+00,1.2324727620e+00
-1.1902238045e+00,1.2325023310e+00,1.2324563583e+00,1.2325084041e+00
-1.1901438029e+00,1.2325379759e+00,1.2324919974e+00,1.2325440530e+00
-1.1900638013e+00,1.2325736274e+00,1.2325276432e+00,1.2325797084e+00
-1.1899837997e+00,1.2326092856e+00,1.2325632956e+00,1.2326153706e+00
-1.1899037981e+00,1.2326449504e+00,1.2325989547e+00,1.2326510393e+00
-1.1898237965e+00,1.2326806219e+00,1.2326346205e+00,1.2326867148e+00
-1.1897437949e+00,1.2327163001e+00,1.2326702929e+00,1.2327223969e+00
-1.1896637933e+00,1.2327519849e+00,1.2327059719e+00,1.2327580857e+00
-1.1895837917e+00,1.2327876764e+00,1.2327416577e+00,1.2327937812e+00
-1.1895037901e+00,1.2328233746e+00,1.2327773501e+00,1.2328294833e+00
-1.1894237885e+00,1.2328590794e+00,1.2328130492e+00,1.2328651921e+00
-1.1893437869e+00,1.2328947909e+00,1.2328487549e+00,1.2329009075e+00
-1.1892637853e+00,1.2329305091e+00,1.2328844673e+00,1.2329366297e+00
-1.1891837837e+00,1.2329662340e+00,1.2329201864e+00,1.2329723585e+00
-1.1891037821e+00,1.2330019655e+00,1.2329559122e+00,1.2330080940e+00
-1.1890237805e+00,1.2330377037e+00,1.2329916446e+00,1.2330438362e+00
-1.1889437789e+00,1.2330734486e+00,1.2330273838e+00,1.2330795850e+00
-1.1888637773e+00,1.2331092002e+00,1.2330631296e+00,1.2331153405e+00
-1.1887837757e+00,1.2331449585e+00,1.2330988820e+00,1.2331511028e+00
-1.1887037741e+00,1.2331807234e+00,1.2331346412e+00,1.2331868717e+00
-1.1886237725e+00,1.2332164950e+00,1.2331704071e+00,1.2332226472e+00
-1.1885437709e+00,1.2332522733e+00,1.2332061796e+00,1.2332584295e+00
-1.1884637693e+00,1.2332880583e+00,1.2332419588e+00,1.2332942185e+00
-1.1883837677e+00,1.2333238500e+00,1.2332777447e+00,1.2333300141e+00
-1.1883037661e+00,1.2333596484e+00,1.2333135373e+00,1.2333658165e+00
-1.1882237645e+00,1.2333954535e+00,1.2333493366e+00,1.2334016255e+00
-1.1881437629e+00,1.2334312653e+00,1.2333851426e+00,1.2334374413e+00
-1.1880637613e+00,1.2334670837e+00,1.2334209553e+00,1.2334732637e+00
-1.1879837597e+00,1.2335029089e+00,1.2334567747e+00,1.2335090928e+00
-1.1879037581e+00,1.2335387408e+00,1.2334926007e+00,1.2335449286e+00
-1.1878237565e+00,1.2335745793e+00,1.2335284335e+00,1.2335807712e+00
-1.1877437549e+00,1.2336104246e+00,1.2335642730e+00,1.2336166204e+00
-1.1876637533e+00,1.2336462765e+00,1.2336001191e+00,1.2336524763e+00
-1.1875837517e+00,1.2336821352e+00,1.2336359720e+00,1.2336883390e+00
-1.1875037501e+00,1.2337180006e+00,1.2336718316e+00,1.2337242083e+00
-1.1874237485e+00,1.2337538727e+00,1.2337076979e+00,1.2337600844e+00
-1.1873437469e+00,1.2337897515e+00,1.2337435709e+00,1.2337959672e+00
-1.1872637453e+00,1.2338256370e+00,1.2337794506e+00,1.2338318567e+00
-1.1871837437e+00,1.2338615292e+00,1.2338153370e+00,1.2338677528e+00
-1.1871037421e+00,1.2338974281e+00,1.2338512301e+00,1.2339036558e+00
-1.1870237405e+00,1.2339333338e+00,1.2338871300e+00,1.2339395654e+00
-1.1869437389e+00,1.2339692462e+00,1.2339230366e+00,1.2339754817e+00
-1.1868637373e+00,1.2340051652e+00,1.2339589498e+00,1.2340114048e+00
-1.1867837357e+00,1.2340410911e+00,1.2339948698e+00,1.2340473346e+00
-1.1867037341e+00,1.2340770236e+00,1.2340307965e+00,1.2340832711e+00
-1.1866237325e+00,1.2341129628e+00,1.2340667300e+00,1.2341192143e+00
-1.1865437309e+00,1.2341489088e+00,1.2341026701e+00,1.2341551643e+00
-1.1864637293e+00,1.2341848615e+00,1.2341386170e+00,1.2341911210e+00
-1.1863837277e+00,1.2342208209e+00,1.2341745707e+00,1.2342270844e+00
-1.1863037261e+00,1.2342567871e+00,1.2342105310e+00,1.2342630545e+00
-1.1862237245e+00,1.2342927600e+00,1.2342464981e+00,1.2342990314e+00
-1.1861437229e+00,1.2343287396e+00,1.2342824719e+00,1.2343350150e+00
-1.1860637213e+00,1.2343647260e+00,1.2343184524e+00,1.2343710053e+00
-1.1859837197e+00,1.2344007190e+00,1.2343544397e+00,1.2344070024e+00
-1.1859037181e+00,1.2344367189e+00,1.2343904337e+00,1.2344430062e+00
-1.1858237165e+00,1.2344727254e+00,1.2344264344e+00,1.2344790168e+00
-1.1857437149e+00,1.2345087387e+00,1.2344624419e+00,1.2345150341e+00
-1.1856637133e+00,1.2345447588e+00,1.2344984561e+00,1.2345510581e+00
-1.1855837117e+00,1.2345807856e+00,1.2345344771e+00,1.2345870889e+00
-1.1855037101e+00,1.2346168191e+00,1.2345705048e+00,1.2346231264e+00
-1.1854237085e+00,1.2346528594e+00,1.2346065392e+00,1.2346591707e+00
-1.1853437069e+00,1.2346889064e+00,1.2346425804e+00,1.2346952217e+00
-1.1852637053e+00,1.2347249602e+00,1.2346786284e+00,1.2347312795e+00
-1.1851837037e+00,1.2347610207e+00,1.2347146831e+00,1.2347673440e+00
-1.1851037021e+00,1.2347970880e+00,1.2347507445e+00,1.2348034153e+00
-1.1850237005e+00,1.2348331620e+00,1.2347868127e+00,1.2348394933e+00
-1.1849436989e+00,1.2348692428e+00,1.2348228877e+00,1.2348755781e+00
-1.1848636973e+00,1.2349053304e+00,1.2348589694e+00,1.2349116697e+00
-1.1847836957e+00,1.2349414247e+00,1.2348950578e+00,1.2349477680e+00
-1.1847036941e+00,1.2349775258e+00,1.2349311530e+00,1.2349838730e+00
-1.1846236925e+00,1.2350136336e+00,1.2349672550e+00,1.2350199849e+00
-1.1845436909e+00,1.2350497482e+00,1.2350033638e+00,1.2350561035e+00
-1.1844636893e+00,1.2350858695e+00,1.2350394793e+00,1.2350922288e+00
-1.1843836877e+00,1.2351219976e+00,1.2350756015e+00,1.2351283609e+00
-1.1843036861e+00,1.2351581325e+00,1.2351117306e+00,1.2351644998e+00
-1.1842236845e+00,1.2351942742e+00,1.2351478664e+00,1.2352006455e+00
-1.1841436829e+00,1.2352304226e+00,1.2351840089e+00,1.2352367979e+00
-1.1840636813e+00,1.2352665778e+00,1.2352201583e+00,1.2352729571e+00
