tau,mag_triple,mag_bin_q4,mag_bin_q2
-1.7849556991e+00,1.0836317449e+00,1.0836139513e+00,1.0836154664e+00
-1.7848756975e+00,1.0836421370e+00,1.0836243431e+00,1.0836258585e+00
-1.7847956959e+00,1.0836525306e+00,1.0836347365e+00,1.0836362520e+00
-1.7847156943e+00,1.0836629258e+00,1.0836451314e+00,1.0836466471e+00
-1.7846356927e+00,1.0836733225e+00,1.0836555278e+00,1.0836570438e+00
-1.7845556911e+00,1.0836837208e+00,1.0836659258e+00,1.0836674420e+00
-1.7844756895e+00,1.0836941206e+00,1.0836763253e+00,1.0836778418e+00
-1.7843956879e+00,1.0837045220e+00,1.0836867264e+00,1.0836882431e+00
-1.7843156863e+00,1.0837149249e+00,1.0836971291e+00,1.0836986460e+00
-1.7842356847e+00,1.0837253294e+00,1.0837075333e+00,1.0837090504e+00
-1.7841556831e+00,1.0837357355e+00,1.0837179390e+00,1.0837194564e+00
-1.7840756815e+00,1.0837461430e+00,1.0837283463e+00,1.0837298639e+00
-1.7839956799e+00,1.0837565522e+00,1.0837387552e+00,1.0837402730e+00
-1.7839156783e+00,1.0837669629e+00,1.0837491656e+00,1.0837506836e+00
-1.7838356767e+00,1.0837773751e+00,1.0837595775e+00,1.0837610958e+00
-1.7837556751e+00,1.0837877889e+00,1.0837699910e+00,1.0837715095e+00
-1.7836756735e+00,1.0837982043e+00,1.0837804061e+00,1.0837819248e+00
-1.7835956719e+00,1.0838086212e+00,1.0837908227e+00,1.0837923417e+00
-1.7835156703e+00,1.0838190396e+00,1.0838012409e+00,1.0838027600e+00
-1.7834356687e+00,1.0838294597e+00,1.0838116606e+00,1.0838131800e+00
-1.7833556671e+00,1.0838398812e+00,1.0838220819e+00,1.0838236015e+00
-1.7832756655e+00,1.0838503043e+00,1.0838325047e+00,1.0838340246e+00
-1.7831956639e+00,1.0838607290e+00,1.0838429291e+00,1.0838444492e+00
-1.7831156623e+00,1.0838711553e+00,1.0838533550e+00,1.0838548753e+00
-1.7830356607e+00,1.0838815830e+00,1.0838637825e+00,1.0838653031e+00
-1.7829556591e+00,1.0838920124e+00,1.0838742116e+00,1.0838757324e+00
-1.7828756575e+00,1.0839024433e+00,1.0838846422e+00,1.0838861632e+00
-1.7827956559e+00,1.0839128758e+00,1.0838950744e+00,1.0838965956e+00
-1.7827156543e+00,1.0839233098e+00,1.0839055081e+00,1.0839070295e+00
-1.7826356527e+00,1.0839337453e+00,1.0839159434e+00,1.0839174650e+00
-1.7825556511e+00,1.0839441825e+00,1.0839263802e+00,1.0839279021e+00
-1.7824756495e+00,1.0839546211e+00,1.0839368186e+00,1.0839383407e+00
-1.7823956479e+00,1.0839650614e+00,1.0839472586e+00,1.0839487809e+00
-1.7823156463e+00,1.0839755032e+00,1.0839577001e+00,1.0839592226e+00
-1.7822356447e+00,1.0839859466e+00,1.0839681431e+00,1.0839696659e+00
-1.7821556431e+00,1.0839963915e+00,1.0839785878e+00,1.0839801108e+00
-1.7820756415e+00,1.0840068379e+00,1.0839890339e+00,1.0839905572e+00
-1.7819956399e+00,1.0840172860e+00,1.0839994817e+00,1.0840010052e+00
-1.7819156383e+00,1.0840277356e+00,1.0840099310e+00,1.0840114547e+00
-1.7818356367e+00,1.0840381867e+00,1.0840203819e+00,1.0840219058e+00
-1.7817556351e+00,1.0840486394e+00,1.0840308343e+00,1.0840323584e+00
-1.7816756335e+00,1.0840590937e+00,1.0840412883e+00,1.0840428127e+00
-1.7815956319e+00,1.0840695495e+00,1.0840517438e+00,1.0840532684e+00
-1.7815156303e+00,1.0840800069e+00,1.0840622009e+00,1.0840637258e+00
-1.7814356287e+00,1.0840904659e+00,1.0840726596e+00,1.0840741847e+00
-1.7813556271e+00,1.0841009264e+00,1.0840831198e+00,1.0840846451e+00
-1.7812756255e+00,1.0841113885e+00,1.0840935816e+00,1.0840951071e+00
-1.7811956239e+00,1.0841218521e+00,1.0841040449e+00,1.0841055707e+00
-1.7811156223e+00,1.0841323173e+00,1.0841145099e+00,1.0841160358e+00
-1.7810356207e+00,1.0841427841e+00,1.0841249763e+00,1.0841265025e+00
-1.7809556191e+00,1.0841532524e+00,1.0841354444e+00,1.0841369708e+00
-1.7808756175e+00,1.0841637223e+00,1.0841459140e+00,1.0841474406e+00
-1.7807956159e+00,1.0841741938e+00,1.0841563851e+00,1.0841579120e+00
-1.7807156143e+00,1.0841846668e+00,1.0841668578e+00,1.0841683850e+00
-1.7806356127e+00,1.0841951414e+00,1.0841773321e+00,1.0841788595e+00
-1.7805556111e+00,1.0842056175e+00,1.0841878080e+00,1.0841893356e+00
-1.7804756095e+00,1.0842160952e+00,1.0841982854e+00,1.0841998132e+00
-1.7803956079e+00,1.0842265745e+00,1.0842087644e+00,1.0842102924e+00
-1.7803156063e+00,1.0842370553e+00,1.0842192449e+00,1.0842207732e+00
-1.7802356047e+00,1.0842475377e+00,1.0842297270e+00,1.0842312555e+00
-1.7801556031e+00,1.0842580217e+00,1.0842402107e+00,1.0842417394e+00
-1.7800756015e+00,1.0842685072e+00,1.0842506960e+00,1.0842522249e+00
-1.7799955999e+00,1.0842789943e+00,1.0842611828e+00,1.0842627119e+00
-1.7799155983e+00,1.0842894830e+00,1.0842716711e+00,1.0842732005e+00
-1.7798355967e+00,1.0842999732e+00,1.0842821611e+00,1.0842836907e+00
-1.7797555951e+00,1.0843104650e+00,1.0842926526e+00,1.0842941825e+00
-1.7796755935e+00,1.0843209584e+00,1.0843031457e+00,1.0843046758e+00
-1.7795955919e+00,1.0843314533e+00,1.0843136403e+00,1.0843151706e+00
-1.7795155903e+00,1.0843419498e+00,1.0843241365e+00,1.0843256671e+00
-1.7794355887e+00,1.0843524479e+00,1.0843346343e+00,1.0843361651e+00
-1.7793555871e+00,1.0843629475e+00,1.0843451336e+00,1.0843466646e+00
-1.7792755855e+00,1.0843734487e+00,1.0843556345e+00,1.0843571658e+00
-1.7791955839e+00,1.0843839515e+00,1.0843661370e+00,1.0843676685e+00
-1.7791155823e+00,1.0843944559e+00,1.0843766411e+00,1.0843781728e+00
-1.7790355807e+00,1.0844049618e+00,1.0843871467e+00,1.0843886786e+00
-1.7789555791e+00,1.0844154693e+00,1.0843976539e+00,1.0843991860e+00
-1.7788755775e+00,1.0844259783e+00,1.0844081626e+00,1.0844096950e+00
-1.7787955759e+00,1.0844364889e+00,1.0844186730e+00,1.0844202056e+00
-1.7787155743e+00,1.0844470011e+00,1.0844291849e+00,1.0844307177e+00
-1.7786355727e+00,1.0844575149e+00,1.0844396983e+00,1.0844412314e+00
-1.7785555711e+00,1.0844680302e+00,1.0844502134e+00,1.0844517467e+00
-1.7784755695e+00,1.0844785471e+00,1.0844607300e+00,1.0844622635e+00
-1.7783955679e+00,1.0844890656e+00,1.0844712482e+00,1.0844727819e+00
-1.7783155663e+00,1.0844995856e+00,1.0844817679e+00,1.0844833019e+00
-1.7782355647e+00,1.0845101072e+00,1.0844922892e+00,1.0844938234e+00
-1.7781555631e+00,1.0845206304e+00,1.0845028121e+00,1.0845043466e+00
-1.7780755615e+00,1.0845311552e+00,1.0845133366e+00,1.0845148713e+00
-1.7779955599e+00,1.0845416815e+00,1.0845238626e+00,1.0845253975e+00
-1.7779155583e+00,1.0845522094e+00,1.0845343903e+00,1.0845359254e+00
-1.7778355567e+00,1.0845627389e+00,1.0845449194e+00,1.0845464548e+00
-1.7777555551e+00,1.0845732700e+00,1.0845554502e+00,1.0845569858e+00
-1.7776755535e+00,1.0845838026e+00,1.0845659825e+00,1.0845675184e+00
-1.7775955519e+00,1.0845943368e+00,1.0845765164e+00,1.0845780525e+00
-1.7775155503e+00,1.0846048726e+00,1.0845870519e+00,1.0845885882e+00
-1.7774355487e+00,1.0846154099e+00,1.0845975890e+00,1.0845991255e+00
-1.7773555471e+00,1.0846259489e+00,1.0846081276e+00,1.0846096643e+00
-1.7772755455e+00,1.0846364894e+00,1.0846186678e+00,1.0846202048e+00
-1.7771955439e+00,1.0846470314e+00,1.0846292096e+00,1.0846307468e+00
-1.7771155423e+00,1.0846575751e+00,1.0846397530e+00,1.0846412904e+00
-1.7770355407e+00,1.0846681203e+00,1.0846502979e+00,1.0846518355e+00
-1.7769555391e+00,1.0846786671e+00,1.0846608444e+00,1.0846623823e+00
-1.7768755375e+00,1.0846892155e+00,1.0846713925e+00,1.0846729306e+00
-1.7767955359e+00,1.0846997655e+00,1.0846819422e+00,1.0846834805e+00
-1.7767155343e+00,1.0847103170e+00,1.0846924934e+00,1.0846940320e+00
-1.7766355327e+00,1.0847208701e+00,1.0847030462e+00,1.0847045850e+00
-1.7765555311e+00,1.0847314248e+00,1.0847136006e+00,1.0847151396e+00
-1.7764755295e+00,1.0847419811e+00,1.0847241566e+00,1.0847256958e+00
-1.7763955279e+00,1.0847525389e+00,1.0847347141e+00,1.0847362536e+00
-1.7763155263e+00,1.0847630983e+00,1.0847452733e+00,1.0847468130e+00
-1.7762355247e+00,1.0847736593e+00,1.0847558340e+00,1.0847573739e+00
-1.7761555231e+00,1.0847842219e+00,1.0847663963e+00,1.0847679364e+00
-1.7760755215e+00,1.0847947861e+00,1.0847769601e+00,1.0847785005e+00
-1.7759955199e+00,1.0848053518e+00,1.0847875256e+00,1.0847890662e+00
-1.7759155183e+00,1.0848159191e+00,1.0847980926e+00,1.0847996335e+00
-1.7758355167e+00,1.0848264880e+00,1.0848086612e+00,1.0848102023e+00
-1.7757555151e+00,1.0848370585e+00,1.0848192314e+00,1.0848207727e+00
-1.7756755135e+00,1.0848476306e+00,1.0848298032e+00,1.0848313447e+00
-1.7755955119e+00,1.0848582042e+00,1.0848403765e+00,1.0848419183e+00
-1.7755155103e+00,1.0848687794e+00,1.0848509514e+00,1.0848524935e+00
-1.7754355087e+00,1.0848793562e+00,1.0848615280e+00,1.0848630702e+00
-1.7753555071e+00,1.0848899346e+00,1.0848721060e+00,1.0848736485e+00
-1.7752755055e+00,1.0849005146e+00,1.0848826857e+00,1.0848842284e+00
-1.7751955039e+00,1.0849110962e+00,1.0848932670e+00,1.0848948099e+00
-1.7751155023e+00,1.0849216793e+00,1.0849038498e+00,1.0849053930e+00
-1.7750355007e+00,1.0849322640e+00,1.0849144342e+00,1.0849159776e+00
-1.7749554991e+00,1.0849428503e+00,1.0849250202e+00,1.0849265639e+00
-1.7748754975e+00,1.0849534382e+00,1.0849356078e+00,1.0849371517e+00
-1.7747954959e+00,1.0849640277e+00,1.0849461970e+00,1.0849477411e+00
-1.7747154943e+00,1.0849746187e+00,1.0849567878e+00,1.0849583321e+00
-1.7746354927e+00,1.0849852113e+00,1.0849673801e+00,1.0849689247e+00
-1.7745554911e+00,1.0849958056e+00,1.0849779740e+00,1.0849795188e+00
-1.7744754895e+00,1.0850064014e+00,1.0849885695e+00,1.0849901146e+00
-1.7743954879e+00,1.0850169988e+00,1.0849991666e+00,1.0850007119e+00
-1.7743154863e+00,1.0850275977e+00,1.0850097653e+00,1.0850113108e+00
-1.7742354847e+00,1.0850381983e+00,1.0850203656e+00,1.0850219113e+00
-1.7741554831e+00,1.0850488004e+00,1.0850309674e+00,1.0850325134e+00
-1.7740754815e+00,1.0850594042e+00,1.0850415709e+00,1.0850431170e+00
-1.7739954799e+00,1.0850700095e+00,1.0850521759e+00,1.0850537223e+00
-1.7739154783e+00,1.0850806164e+00,1.0850627825e+00,1.0850643291e+00
-1.7738354767e+00,1.0850912249e+00,1.0850733907e+00,1.0850749376e+00
-1.7737554751e+00,1.0851018350e+00,1.0850840005e+00,1.0850855476e+00
-1.7736754735e+00,1.0851124466e+00,1.0850946118e+00,1.0850961592e+00
-1.7735954719e+00,1.0851230599e+00,1.0851052248e+00,1.0851067724e+00
-1.7735154703e+00,1.0851336747e+00,1.0851158394e+00,1.0851173871e+00
-1.7734354687e+00,1.0851442912e+00,1.0851264555e+00,1.0851280035e+00
-1.7733554671e+00,1.0851549092e+00,1.0851370732e+00,1.0851386215e+00
-1.7732754655e+00,1.0851655288e+00,1.0851476925e+00,1.0851492410e+00
-1.7731954639e+00,1.0851761500e+00,1.0851583134e+00,1.0851598621e+00
-1.7731154623e+00,1.0851867728e+00,1.0851689359e+00,1.0851704849e+00
-1.7730354607e+00,1.0851973972e+00,1.0851795600e+00,1.0851811092e+00
-1.7729554591e+00,1.0852080231e+00,1.0851901857e+00,1.0851917351e+00
-1.7728754575e+00,1.0852186507e+00,1.0852008129e+00,1.0852023626e+00
-1.7727954559e+00,1.0852292798e+00,1.0852114418e+00,1.0852129917e+00
-1.7727154543e+00,1.0852399106e+00,1.0852220722e+00,1.0852236223e+00
-1.7726354527e+00,1.0852505429e+00,1.0852327043e+00,1.0852342546e+00
-1.7725554511e+00,1.0852611768e+00,1.0852433379e+00,1.0852448885e+00
-1.7724754495e+00,1.0852718123e+00,1.0852539731e+00,1.0852555239e+00
-1.7723954479e+00,1.0852824494e+00,1.0852646099e+00,1.0852661610e+00
-1.7723154463e+00,1.0852930881e+00,1.0852752483e+00,1.0852767996e+00
-1.7722354447e+00,1.0853037284e+00,1.0852858883e+00,1.0852874398e+00
-1.7721554431e+00,1.0853143703e+00,1.0852965299e+00,1.0852980816e+00
-1.7720754415e+00,1.0853250138e+00,1.0853071731e+00,1.0853087251e+00
-1.7719954399e+00,1.0853356589e+00,1.0853178179e+00,1.0853193701e+00
-1.7719154383e+00,1.0853463055e+00,1.0853284642e+00,1.0853300167e+00
-1.7718354367e+00,1.0853569538e+00,1.0853391122e+00,1.0853406649e+00
-1.7717554351e+00,1.0853676036e+00,1.0853497617e+00,1.0853513146e+00
-1.7716754335e+00,1.0853782551e+00,1.0853604129e+00,1.0853619660e+00
-1.7715954319e+00,1.0853889081e+00,1.0853710656e+00,1.0853726190e+00
-1.7715154303e+00,1.0853995628e+00,1.0853817200e+00,1.0853832736e+00
-1.7714354287e+00,1.0854102190e+00,1.0853923759e+00,1.0853939297e+00
-1.7713554271e+00,1.0854208768e+00,1.0854030334e+00,1.0854045875e+00
-1.7712754255e+00,1.0854315363e+00,1.0854136926e+00,1.0854152469e+00
-1.7711954239e+00,1.0854421973e+00,1.0854243533e+00,1.0854259078e+00
-1.7711154223e+00,1.0854528599e+00,1.0854350156e+00,1.0854365704e+00
-1.7710354207e+00,1.0854635241e+00,1.0854456795e+00,1.0854472345e+00
-1.7709554191e+00,1.0854741899e+00,1.0854563450e+00,1.0854579003e+00
-1.7708754175e+00,1.0854848573e+00,1.0854670122e+00,1.0854685676e+00
-1.7707954159e+00,1.0854955263e+00,1.0854776809e+00,1.0854792365e+00
-1.7707154143e+00,1.0855061969e+00,1.0854883512e+00,1.0854899071e+00
-1.7706354127e+00,1.0855168691e+00,1.0854990231e+00,1.0855005792e+00
-1.7705554111e+00,1.0855275429e+00,1.0855096966e+00,1.0855112530e+00
-1.7704754095e+00,1.0855382183e+00,1.0855203717e+00,1.0855219283e+00
-1.7703954079e+00,1.0855488953e+00,1.0855310484e+00,1.0855326052e+00
-1.7703154063e+00,1.0855595739e+00,1.0855417267e+00,1.0855432838e+00
-1.7702354047e+00,1.0855702541e+00,1.0855524066e+00,1.0855539639e+00
-1.7701554031e+00,1.0855809359e+00,1.0855630881e+00,1.0855646456e+00
-1.7700754015e+00,1.0855916193e+00,1.0855737712e+00,1.0855753289e+00
-1.7699953999e+00,1.0856023043e+00,1.0855844559e+00,1.0855860139e+00
-1.7699153983e+00,1.0856129909e+00,1.0855951422e+00,1.0855967004e+00
-1.7698353967e+00,1.0856236791e+00,1.0856058301e+00,1.0856073885e+00
-1.7697553951e+00,1.0856343689e+00,1.0856165196e+00,1.0856180783e+00
-1.7696753935e+00,1.0856450603e+00,1.0856272107e+00,1.0856287696e+00
-1.7695953919e+00,1.0856557533e+00,1.0856379034e+00,1.0856394625e+00
-1.7695153903e+00,1.0856664479e+00,1.0856485977e+00,1.0856501571e+00
-1.7694353887e+00,1.0856771441e+00,1.0856592936e+00,1.0856608532e+00
-1.7693553871e+00,1.0856878419e+00,1.0856699911e+00,1.0856715510e+00
-1.7692753855e+00,1.0856985413e+00,1.0856806902e+00,1.0856822503e+00
-1.7691953839e+00,1.0857092423e+00,1.0856913909e+00,1.0856929513e+00
-1.7691153823e+00,1.0857199450e+00,1.0857020932e+00,1.0857036538e+00
-1.7690353807e+00,1.0857306492e+00,1.0857127972e+00,1.0857143580e+00
-1.7689553791e+00,1.0857413550e+00,1.0857235027e+00,1.0857250637e+00
-1.7688753775e+00,1.0857520624e+00,1.0857342098e+00,1.0857357711e+00
-1.7687953759e+00,1.0857627715e+00,1.0857449186e+00,1.0857464801e+00
-1.7687153743e+00,1.0857734821e+00,1.0857556289e+00,1.0857571907e+00
-1.7686353727e+00,1.0857841944e+00,1.0857663408e+00,1.0857679028e+00
-1.7685553711e+00,1.0857949082e+00,1.0857770544e+00,1.0857786166e+00
-1.7684753695e+00,1.0858056237e+00,1.0857877696e+00,1.0857893320e+00
-1.7683953679e+00,1.0858163407e+00,1.0857984863e+00,1.0858000490e+00
-1.7683153663e+00,1.0858270594e+00,1.0858092047e+00,1.0858107676e+00
-1.7682353647e+00,1.0858377797e+00,1.0858199247e+00,1.0858214878e+00
-1.7681553631e+00,1.0858485016e+00,1.0858306462e+00,1.0858322096e+00
-1.7680753615e+00,1.0858592250e+00,1.0858413694e+00,1.0858429331e+00
-1.7679953599e+00,1.0858699501e+00,1.0858520942e+00,1.0858536581e+00
-1.7679153583e+00,1.0858806768e+00,1.0858628206e+00,1.0858643847e+00
-1.7678353567e+00,1.0858914052e+00,1.0858735487e+00,1.0858751130e+00
-1.7677553551e+00,1.0859021351e+00,1.0858842783e+00,1.0858858428e+00
-1.7676753535e+00,1.0859128666e+00,1.0858950095e+00,1.0858965743e+00
-1.7675953519e+00,1.0859235997e+00,1.0859057423e+00,1.0859073074e+00
-1.7675153503e+00,1.0859343345e+00,1.0859164768e+00,1.0859180421e+00
-1.7674353487e+00,1.0859450708e+00,1.0859272128e+00,1.0859287783e+00
-1.7673553471e+00,1.0859558088e+00,1.0859379505e+00,1.0859395162e+00
-1.7672753455e+00,1.0859665484e+00,1.0859486898e+00,1.0859502558e+00
-1.7671953439e+00,1.0859772896e+00,1.0859594307e+00,1.0859609969e+00
-1.7671153423e+00,1.0859880324e+00,1.0859701732e+00,1.0859717396e+00
-1.7670353407e+00,1.0859987768e+00,1.0859809173e+00,1.0859824839e+00
-1.7669553391e+00,1.0860095228e+00,1.0859916630e+00,1.0859932299e+00
-1.7668753375e+00,1.0860202704e+00,1.0860024103e+00,1.0860039775e+00
-1.7667953359e+00,1.0860310197e+00,1.0860131593e+00,1.0860147266e+00
-1.7667153343e+00,1.0860417705e+00,1.0860239098e+00,1.0860254774e+00
-1.7666353327e+00,1.0860525230e+00,1.0860346620e+00,1.0860362298e+00
-1.7665553311e+00,1.0860632771e+00,1.0860454158e+00,1.0860469838e+00
-1.7664753295e+00,1.0860740327e+00,1.0860561711e+00,1.0860577395e+00
-1.7663953279e+00,1.0860847900e+00,1.0860669281e+00,1.0860684967e+00
-1.7663153263e+00,1.0860955490e+00,1.0860776868e+00,1.0860792556e+00
-1.7662353247e+00,1.0861063095e+00,1.0860884470e+00,1.0860900160e+00
-1.7661553231e+00,1.0861170716e+00,1.0860992088e+00,1.0861007781e+00
-1.7660753215e+00,1.0861278354e+00,1.0861099723e+00,1.0861115418e+00
-1.7659953199e+00,1.0861386008e+00,1.0861207374e+00,1.0861223071e+00
-1.7659153183e+00,1.0861493678e+00,1.0861315041e+00,1.0861330740e+00
-1.7658353167e+00,1.0861601364e+00,1.0861422724e+00,1.0861438426e+00
-1.7657553151e+00,1.0861709066e+00,1.0861530423e+00,1.0861546127e+00
-1.7656753135e+00,1.0861816784e+00,1.0861638138e+00,1.0861653845e+00
-1.7655953119e+00,1.0861924519e+00,1.0861745870e+00,1.0861761579e+00
-1.7655153103e+00,1.0862032269e+00,1.0861853617e+00,1.0861869329e+00
-1.7654353087e+00,1.0862140036e+00,1.0861961381e+00,1.0861977095e+00
-1.7653553071e+00,1.0862247819e+00,1.0862069161e+00,1.0862084877e+00
-1.7652753055e+00,1.0862355618e+00,1.0862176957e+00,1.0862192676e+00
-1.7651953039e+00,1.0862463433e+00,1.0862284769e+00,1.0862300490e+00
-1.7651153023e+00,1.0862571265e+00,1.0862392598e+00,1.0862408321e+00
-1.7650353007e+00,1.0862679113e+00,1.0862500443e+00,1.0862516168e+00
-1.7649552991e+00,1.0862786976e+00,1.0862608303e+00,1.0862624031e+00
-1.7648752975e+00,1.0862894856e+00,1.0862716180e+00,1.0862731911e+00
-1.7647952959e+00,1.0863002753e+00,1.0862824074e+00,1.0862839806e+00
-1.7647152943e+00,1.0863110665e+00,1.0862931983e+00,1.0862947718e+00
-1.7646352927e+00,1.0863218594e+00,1.0863039909e+00,1.0863055646e+00
-1.7645552911e+00,1.0863326539e+00,1.0863147850e+00,1.0863163590e+00
-1.7644752895e+00,1.0863434500e+00,1.0863255808e+00,1.0863271550e+00
-1.7643952879e+00,1.0863542477e+00,1.0863363783e+00,1.0863379527e+00
-1.7643152863e+00,1.0863650470e+00,1.0863471773e+00,1.0863487520e+00
-1.7642352847e+00,1.0863758480e+00,1.0863579780e+00,1.0863595529e+00
-1.7641552831e+00,1.0863866506e+00,1.0863687802e+00,1.0863703554e+00
-1.7640752815e+00,1.0863974548e+00,1.0863795841e+00,1.0863811595e+00
-1.7639952799e+00,1.0864082606e+00,1.0863903897e+00,1.0863919653e+00
-1.7639152783e+00,1.0864190680e+00,1.0864011968e+00,1.0864027727e+00
-1.7638352767e+00,1.0864298771e+00,1.0864120056e+00,1.0864135817e+00
-1.7637552751e+00,1.0864406878e+00,1.0864228160e+00,1.0864243923e+00
-1.7636752735e+00,1.0864515001e+00,1.0864336280e+00,1.0864352045e+00
-1.7635952719e+00,1.0864623140e+00,1.0864444416e+00,1.0864460184e+00
-1.7635152703e+00,1.0864731296e+00,1.0864552569e+00,1.0864568339e+00
-1.7634352687e+00,1.0864839468e+00,1.0864660737e+00,1.0864676510e+00
-1.7633552671e+00,1.0864947656e+00,1.0864768923e+00,1.0864784698e+00
-1.7632752655e+00,1.0865055860e+00,1.0864877124e+00,1.0864892901e+00
-1.7631952639e+00,1.0865164081e+00,1.0864985341e+00,1.0865001121e+00
-1.7631152623e+00,1.0865272318e+00,1.0865093575e+00,1.0865109357e+00
-1.7630352607e+00,1.0865380571e+00,1.0865201825e+00,1.0865217610e+00
-1.7629552591e+00,1.0865488840e+00,1.0865310091e+00,1.0865325878e+00
-1.7628752575e+00,1.0865597126e+00,1.0865418374e+00,1.0865434163e+00
-1.7627952559e+00,1.0865705427e+00,1.0865526673e+00,1.0865542465e+00
-1.7627152543e+00,1.0865813745e+00,1.0865634988e+00,1.0865650782e+00
-1.7626352527e+00,1.0865922080e+00,1.0865743319e+00,1.0865759116e+00
-1.7625552511e+00,1.0866030430e+00,1.0865851667e+00,1.0865867466e+00
-1.7624752495e+00,1.0866138797e+00,1.0865960031e+00,1.0865975832e+00
-1.7623952479e+00,1.0866247180e+00,1.0866068411e+00,1.0866084214e+00
-1.7623152463e+00,1.0866355580e+00,1.0866176807e+00,1.0866192613e+00
-1.7622352447e+00,1.0866463996e+00,1.0866285220e+00,1.0866301028e+00
-1.7621552431e+00,1.0866572427e+00,1.0866393649e+00,1.0866409459e+00
-1.7620752415e+00,1.0866680876e+00,1.0866502094e+00,1.0866517907e+00
-1.7619952399e+00,1.0866789340e+00,1.0866610555e+00,1.0866626371e+00
-1.7619152383e+00,1.0866897821e+00,1.0866719033e+00,1.0866734851e+00
-1.7618352367e+00,1.0867006318e+00,1.0866827527e+00,1.0866843348e+00
-1.7617552351e+00,1.0867114832e+00,1.0866936038e+00,1.0866951860e+00
-1.7616752335e+00,1.0867223361e+00,1.0867044564e+00,1.0867060389e+00
-1.7615952319e+00,1.0867331907e+00,1.0867153107e+00,1.0867168935e+00
-1.7615152303e+00,1.0867440470e+00,1.0867261667e+00,1.0867277497e+00
-1.7614352287e+00,1.0867549048e+00,1.0867370242e+00,1.0867386074e+00
-1.7613552271e+00,1.0867657643e+00,1.0867478834e+00,1.0867494669e+00
-1.7612752255e+00,1.0867766255e+00,1.0867587442e+00,1.0867603279e+00
-1.7611952239e+00,1.0867874882e+00,1.0867696067e+00,1.0867711906e+00
-1.7611152223e+00,1.0867983526e+00,1.0867804708e+00,1.0867820550e+00
-1.7610352207e+00,1.0868092186e+00,1.0867913365e+00,1.0867929209e+00
-1.7609552191e+00,1.0868200863e+00,1.0868022039e+00,1.0868037885e+00
-1.7608752175e+00,1.0868309556e+00,1.0868130728e+00,1.0868146577e+00
-1.7607952159e+00,1.0868418265e+00,1.0868239435e+00,1.0868255286e+00
-1.7607152143e+00,1.0868526990e+00,1.0868348157e+00,1.0868364011e+00
-1.7606352127e+00,1.0868635732e+00,1.0868456896e+00,1.0868472752e+00
-1.7605552111e+00,1.0868744490e+00,1.0868565651e+00,1.0868581509e+00
-1.7604752095e+00,1.0868853265e+00,1.0868674422e+00,1.0868690283e+00
-1.7603952079e+00,1.0868962056e+00,1.0868783210e+00,1.0868799073e+00
-1.7603152063e+00,1.0869070863e+00,1.0868892014e+00,1.0868907880e+00
-1.7602352047e+00,1.0869179687e+00,1.0869000835e+00,1.0869016703e+00
-1.7601552031e+00,1.0869288527e+00,1.0869109672e+00,1.0869125542e+00
-1.7600752015e+00,1.0869397383e+00,1.0869218525e+00,1.0869234398e+00
-1.7599951999e+00,1.0869506255e+00,1.0869327395e+00,1.0869343270e+00
-1.7599151983e+00,1.0869615144e+00,1.0869436281e+00,1.0869452158e+00
-1.7598351967e+00,1.0869724050e+00,1.0869545183e+00,1.0869561063e+00
-1.7597551951e+00,1.0869832972e+00,1.0869654102e+00,1.0869669984e+00
-1.7596751935e+00,1.0869941910e+00,1.0869763037e+00,1.0869778921e+00
-1.7595951919e+00,1.0870050864e+00,1.0869871988e+00,1.0869887875e+00
-1.7595151903e+00,1.0870159835e+00,1.0869980956e+00,1.0869996845e+00
-1.7594351887e+00,1.0870268822e+00,1.0870089940e+00,1.0870105832e+00
-1.7593551871e+00,1.0870377826e+00,1.0870198941e+00,1.0870214835e+00
-1.7592751855e+00,1.0870486846e+00,1.0870307958e+00,1.0870323854e+00
-1.7591951839e+00,1.0870595882e+00,1.0870416991e+00,1.0870432890e+00
-1.7591151823e+00,1.0870704935e+00,1.0870526041e+00,1.0870541942e+00
-1.7590351807e+00,1.0870814004e+00,1.0870635107e+00,1.0870651010e+00
-1.7589551791e+00,1.0870923090e+00,1.0870744189e+00,1.0870760095e+00
-1.7588751775e+00,1.0871032191e+00,1.0870853288e+00,1.0870869197e+00
-1.7587951759e+00,1.0871141310e+00,1.0870962403e+00,1.0870978314e+00
-1.7587151743e+00,1.0871250445e+00,1.0871071535e+00,1.0871087448e+00
-1.7586351727e+00,1.0871359596e+00,1.0871180683e+00,1.0871196599e+00
-1.7585551711e+00,1.0871468763e+00,1.0871289848e+00,1.0871305766e+00
-1.7584751695e+00,1.0871577947e+00,1.0871399029e+00,1.0871414949e+00
-1.7583951679e+00,1.0871687148e+00,1.0871508226e+00,1.0871524149e+00
-1.7583151663e+00,1.0871796364e+00,1.0871617440e+00,1.0871633365e+00
-1.7582351647e+00,1.0871905598e+00,1.0871726670e+00,1.0871742598e+00
-1.7581551631e+00,1.0872014847e+00,1.0871835917e+00,1.0871851847e+00
-1.7580751615e+00,1.0872124113e+00,1.0871945180e+00,1.0871961112e+00
-1.7579951599e+00,1.0872233396e+00,1.0872054459e+00,1.0872070394e+00
-1.7579151583e+00,1.0872342695e+00,1.0872163755e+00,1.0872179692e+00
-1.7578351567e+00,1.0872452010e+00,1.0872273067e+00,1.0872289007e+00
